Test name,P2/Pintos group ID (anonymized),Log file name,Bug found?,Total verif?,Bug wall time (usecs),Bug CPU time (usecs),Eligible for sync-only verif?,Verif CPU time (usecs),Completed PPs,Completed SSes,Malloc-recycle PPs avoided,Bug type,,
paradise_lost (aka sem),caesium,ls-id-log-20160511065421.log.laUXih.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),calcium,ls-id-log-20160510225730.log.4oUax3.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paradise_lost (aka sem),carbon,ls-id-log-20160510160420.log.qlh42K.gz,0,0,,,(QS had DR PPs),,0,1,9,,,
paradise_lost (aka sem),cerium,ls-id-log-20160510180651.log.pEYdFm.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),chlorine,ls-id-log-20160511025100.log.meluwG.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
paradise_lost (aka sem),chromium,ls-id-log-20160512080701.log.AtQyVU.gz,0,0,,,(this timed out),,1,2,0,,,
paradise_lost (aka sem),cobalt,ls-id-log-20160511131337.log.C1LdVr.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),copper,ls-id-log-20160511025205.log.YVhxO2.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),dysprosium,ls-id-log-20160511092444.log.zkeVbE.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),erbium,ls-id-log-20160510200944.log.FKZVfU.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),europium,ls-id-log-20160512010707.log.rj2D0O.gz,0,0,,,(this timed out),,0,1,45,,,
paradise_lost (aka sem),fluorine,ls-id-log-20160511235337.log.ZwqrX9.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
paradise_lost (aka sem),gadolinium,ls-id-log-20160511142134.log.4JcRAJ.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
paradise_lost (aka sem),gallium,ls-id-log-20160511160559.log.zQZ9bS.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
paradise_lost (aka sem),germanium,ls-id-log-20160510152340.log.HIOPEb.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
paradise_lost (aka sem),gold,ls-id-log-20160510224127.log.tVuwvN.gz,0,0,,,(QS had DR PPs),,2,4,4,,,
paradise_lost (aka sem),hafnium,ls-id-log-20160510215115.log.VGbaa9.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),helium,ls-id-log-20160510070929.log.x9W2Hj.gz,0,1,,,verif-despite-malloc-recycles,319404928,2,4,8,,,
paradise_lost (aka sem),holmium,ls-id-log-20160511043739.log.Xczx5D.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
paradise_lost (aka sem),hydrogen,ls-id-log-20160510195251.log.xIBcdp.gz,0,0,,,(this timed out),,0,1,3,,,
paradise_lost (aka sem),indium,ls-id-log-20160511085836.log.O6kiNn.gz,0,0,,,(QS had DR PPs),,0,0,0,,,
paradise_lost (aka sem),iodine,ls-id-log-20160509233214.log.985ggZ.gz,0,0,,,(QS had DR PPs),,0,1,19,,,
paradise_lost (aka sem),iridium,ls-id-log-20160511154521.log.0DNI5e.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),iron,ls-id-log-20160511013235.log.akP2cm.gz,1,0,21067300,51786070,,,2,4,0,,,
paradise_lost (aka sem),kyrpton,ls-id-log-20160511052245.log.MaTZjl.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paradise_lost (aka sem),lanthanum,ls-id-log-20160511175814.log.mlfFUr.gz,1,0,18346454,39867773,,,2,3,0,,,
paradise_lost (aka sem),lithium,ls-id-log-20160510070926.log.9sNshw.gz,0,0,,,(QS had DR PPs),,1,2,0,,,
paradise_lost (aka sem),lutetium,ls-id-log-20160510171457.log.azUWWF.gz,0,0,,,(QS had DR PPs),,1,2,0,,,
paradise_lost (aka sem),magnesium,ls-id-log-20160511043056.log.Q1tOOO.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paradise_lost (aka sem),manganese,ls-id-log-20160512033331.log.sU2YhY.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),molybdenum,ls-id-log-20160511081250.log.8AN5GZ.gz,0,0,,,(QS had DR PPs),,0,1,2,,,
paradise_lost (aka sem),neodymium,ls-id-log-20160517092800.log.N6qqIR.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),neon,ls-id-log-20160510233610.log.hU2amt.gz,1,0,21476288,52680731,,,0,1,4,,,
paradise_lost (aka sem),nickel,ls-id-log-20160510172222.log.lVi3c1.gz,0,0,,,(QS had DR PPs),,0,0,9,,,
paradise_lost (aka sem),niobium,ls-id-log-20160510043701.log.I8efCi.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),nitrogen,ls-id-log-20160511052124.log.GdGm2d.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paradise_lost (aka sem),osmium,ls-id-log-20160510144633.log.nBRj63.gz,1,0,18232123,38837909,,,0,1,0,,,
paradise_lost (aka sem),oxygen,ls-id-log-20160511002032.log.q78NnV.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
paradise_lost (aka sem),palladium,ls-id-log-20160510153628.log.D61aiu.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),phosphorus,ls-id-log-20160511192453.log.8sRJRg.gz,1,0,33507633,100932498,,,1,2,0,,,
paradise_lost (aka sem),platinum,ls-id-log-20160511104313.log.Kuyh53.gz,0,0,,,(QS had DR PPs),,1,2,0,,,
paradise_lost (aka sem),potassium,ls-id-log-20160510100508.log.vCdvDz.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
paradise_lost (aka sem),praseodymium,ls-id-log-20160512010147.log.5bN8vM.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),promethium,ls-id-log-20160511005739.log.a9W8uI.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
paradise_lost (aka sem),rhenium,ls-id-log-20160510194519.log.eJuXWE.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),rhodium,ls-id-log-20160510124253.log.vRMyZR.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paradise_lost (aka sem),rubidium,ls-id-log-20160511110032.log.ey77Mk.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),ruthenium,ls-id-log-20160512022621.log.jw9p6c.gz,1,0,21879378,54054579,,,0,1,0,,,
paradise_lost (aka sem),samarium,ls-id-log-20160512231632.log.fS7aAg.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
paradise_lost (aka sem),scandium,ls-id-log-20160511024540.log.06u5pV.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paradise_lost (aka sem),selenium,ls-id-log-20160509233215.log.C8gYRC.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
paradise_lost (aka sem),silicon,ls-id-log-20160512030612.log.oVvy3a.gz,0,0,,,(QS had DR PPs),,0,1,23,,,
paradise_lost (aka sem),silver,ls-id-log-20160512130754.log.YwqKVO.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),sodium,ls-id-log-20160513042039.log.p1KuUC.gz,0,0,,,(QS had DR PPs),,0,1,3,,,
paradise_lost (aka sem),strontium,ls-id-log-20160510233349.log.arIHNt.gz,0,0,,,(QS had DR PPs),,2,4,4,,,
paradise_lost (aka sem),sulfur,ls-id-log-20160512020900.log.ShwQfB.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),tantalum,ls-id-log-20160511064903.log.gBkG78.gz,1,0,3648057205,14557794087,,,0,1,0,,,
paradise_lost (aka sem),technetium,ls-id-log-20160509233218.log.iYst8A.gz,0,0,,,(QS had DR PPs),,0,1,9,,,
paradise_lost (aka sem),tellurium,ls-id-log-20160511203118.log.tDUEdb.gz,0,0,,,(QS had DR PPs),,1,2,0,,,
paradise_lost (aka sem),terbium,ls-id-log-20160511044654.log.OuEbFB.gz,0,0,,,(QS had DR PPs),,2,4,2,,,
paradise_lost (aka sem),thulium,ls-id-log-20160510180456.log.Gcxu3e.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paradise_lost (aka sem),tin,ls-id-log-20160511221921.log.7i0juo.gz,0,0,,,(QS had DR PPs),,0,0,5,,,
paradise_lost (aka sem),titanium,ls-id-log-20160511000415.log.zZlu1F.gz,1,0,418370555,1640436000,,,0,1,0,,,
paradise_lost (aka sem),tungsten,ls-id-log-20160511171141.log.hVT0gr.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
paradise_lost (aka sem),vanadium,ls-id-log-20160511231226.log.iUmDDI.gz,1,0,26952795,65912404,,,2,3,0,,,
paradise_lost (aka sem),xenon,ls-id-log-20160511204040.log.CwrbQJ.gz,0,0,,,(QS had DR PPs),,1,2,0,,,
paradise_lost (aka sem),ytterbium,ls-id-log-20160513065102.log.IhMfeX.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paradise_lost (aka sem),yttrium,ls-id-log-20160511233836.log.6MsRlm.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
paradise_lost (aka sem),zinc,ls-id-log-20160510094151.log.qRHmpT.gz,1,0,48161525,144992537,,,2,3,0,,,
paradise_lost (aka sem),zirconium,ls-id-log-20160510121343.log.RU2Les.gz,0,0,,,(this timed out),,0,1,0,,,
paraguay (aka signal),aluminum,ls-id-log-20160511070803.log.qyWkFZ.gz,0,0,,,(QS had DR PPs),,2,3,3,,,
paraguay (aka signal),antimony,ls-id-log-20160509233219.log.ipjsNS.gz,0,0,,,(QS had DR PPs),,2,3,8,,,
paraguay (aka signal),argon,ls-id-log-20160510171941.log.vC1Mf4.gz,0,1,,,verif-despite-malloc-recycles,62611713,2,4,1,,,
paraguay (aka signal),arsenic,ls-id-log-20160510144430.log.4LcP2l.gz,1,0,18769803,42717404,,,2,3,1,,,
paraguay (aka signal),barium,ls-id-log-20160511062552.log.ruWVSS.gz,0,0,,,(QS had DR PPs),,2,3,5,,,
paraguay (aka signal),beryllium,ls-id-log-20160511210811.log.cuFm7O.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),boron,ls-id-log-20160509233210.log.gLSsyc.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),bromine,ls-id-log-20160510043658.log.obxVJh.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),cadmium,ls-id-log-20160513064903.log.jnvCym.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),caesium,ls-id-log-20160513023517.log.c1jwEb.gz,0,0,,,(QS had DR PPs),,2,4,1,,,
paraguay (aka signal),calcium,ls-id-log-20160513014656.log.IO1qwA.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),carbon,ls-id-log-20160511222643.log.fVTKgj.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),cerium,ls-id-log-20160511121952.log.zyXwEx.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),chlorine,ls-id-log-20160511180055.log.RoNKug.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),chromium,ls-id-log-20160511042452.log.ubL1gZ.gz,0,1,,,verif-despite-malloc-recycles,1338454629,2,4,2,,,
paraguay (aka signal),cobalt,ls-id-log-20160510070918.log.KkQG6p.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),copper,ls-id-log-20160510144406.log.7bg3P7.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),dysprosium,ls-id-log-20160510160923.log.7DP9qR.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),erbium,ls-id-log-20160511231025.log.dsyXgI.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),europium,ls-id-log-20160513012756.log.zDieNX.gz,0,0,,,(this timed out),,2,3,11,,,
paraguay (aka signal),fluorine,ls-id-log-20160511112901.log.S9B9aZ.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),gadolinium,ls-id-log-20160510144754.log.yy1I8h.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),gallium,ls-id-log-20160512103729.log.BM0qhL.gz,0,0,,,(QS had DR PPs),,1,2,2,,,
paraguay (aka signal),germanium,ls-id-log-20160510020442.log.3NQpse.gz,1,0,1916679939,4137536530,,,2,4,0,,,
paraguay (aka signal),gold,ls-id-log-20160511231105.log.UamaZU.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),hafnium,ls-id-log-20160510121408.log.NxMKv8.gz,0,0,,,(QS had DR PPs),,2,3,7,,,
paraguay (aka signal),helium,ls-id-log-20160512030452.log.HwAwBV.gz,0,1,,,verif-despite-malloc-recycles,98859506,2,4,3,,,
paraguay (aka signal),holmium,ls-id-log-20160510070926.log.ZWEU8e.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),hydrogen,ls-id-log-20160510221543.log.lyjfFh.gz,0,0,,,(QS had DR PPs),,2,4,2,,,
paraguay (aka signal),indium,ls-id-log-20160512014634.log.2NL3pl.gz,0,0,,,(QS had DR PPs),,1,2,0,,,
paraguay (aka signal),iodine,ls-id-log-20160511115628.log.Kv6BDX.gz,0,0,,,(QS had DR PPs),,2,3,35,,,
paraguay (aka signal),iridium,ls-id-log-20160510214533.log.Fb9a1o.gz,0,0,,,(QS had DR PPs),,2,4,3,,,
paraguay (aka signal),iron,ls-id-log-20160511093826.log.haYGcc.gz,1,0,18070096,38630123,,,2,4,2,,,
paraguay (aka signal),kyrpton,ls-id-log-20160510043703.log.GbteaQ.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),lanthanum,ls-id-log-20160510020437.log.q3qBUa.gz,1,0,20520165,46992794,,,2,2,0,,,
paraguay (aka signal),lithium,ls-id-log-20160510222204.log.h9q9KH.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),lutetium,ls-id-log-20160511204547.log.sx4tgO.gz,0,0,,,(QS had DR PPs),,2,3,9,,,
paraguay (aka signal),magnesium,ls-id-log-20160512033210.log.pTpB8P.gz,0,0,,,(QS had DR PPs),,2,4,2,,,
paraguay (aka signal),manganese,ls-id-log-20160510095006.log.yJbTfH.gz,0,1,,,verif-despite-malloc-recycles,2511930160,2,4,2,,,
paraguay (aka signal),molybdenum,ls-id-log-20160511012244.log.4wGnko.gz,0,1,,,verif-despite-malloc-recycles,9900155512,2,4,4,,,
paraguay (aka signal),neodymium,ls-id-log-20160512022741.log.zJyyzz.gz,0,0,,,(QS had DR PPs),,2,4,1,,,
paraguay (aka signal),neon,ls-id-log-20160512064314.log.wBdcD7.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),nickel,ls-id-log-20160511084525.log.QO0NGX.gz,0,0,,,(QS had DR PPs),,2,3,15,,,
paraguay (aka signal),niobium,ls-id-log-20160510094148.log.n0OtYF.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),nitrogen,ls-id-log-20160511142652.log.YAnp5s.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),osmium,ls-id-log-20160512231634.log.sWXrd4.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),oxygen,ls-id-log-20160510175524.log.nyQzOK.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),palladium,ls-id-log-20160510195027.log.yKzlae.gz,0,0,,,(QS had DR PPs),,2,3,3,,,
paraguay (aka signal),phosphorus,ls-id-log-20160510202547.log.DbqSsv.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),platinum,ls-id-log-20160510020437.log.lpwfUJ.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),potassium,ls-id-log-20160511041840.log.c4JFWX.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),praseodymium,ls-id-log-20160512000553.log.zi3GXN.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),promethium,ls-id-log-20160510133237.log.wyoLyc.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),rhenium,ls-id-log-20160510224006.log.zHUp7C.gz,1,0,45704644,128071585,,,2,3,4,,,
paraguay (aka signal),rhodium,ls-id-log-20160511175840.log.DfXI53.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),rubidium,ls-id-log-20160510074059.log.WNY7ic.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),ruthenium,ls-id-log-20160510043706.log.FJuZyw.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),samarium,ls-id-log-20160511014817.log.7lFmUN.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),scandium,ls-id-log-20160512001857.log.DlZKv4.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),selenium,ls-id-log-20160511083009.log.S5oS8O.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),silicon,ls-id-log-20160511183627.log.u35nYK.gz,0,0,,,(QS had DR PPs),,1,2,5,,,
paraguay (aka signal),silver,ls-id-log-20160510123532.log.uODhTk.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),sodium,ls-id-log-20160511091927.log.uptZIu.gz,0,0,,,(QS had DR PPs),,2,3,2,,,
paraguay (aka signal),strontium,ls-id-log-20160510182522.log.anEEGb.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),sulfur,ls-id-log-20160510121411.log.FCNFLC.gz,0,0,,,(QS had DR PPs),,2,3,6,,,
paraguay (aka signal),tantalum,ls-id-log-20160510222434.log.kIoOy7.gz,0,0,,,(QS had DR PPs),,0,0,0,,,
paraguay (aka signal),technetium,ls-id-log-20160510183138.log.drqHRs.gz,0,0,,,(QS had DR PPs),,1,2,15,,,
paraguay (aka signal),tellurium,ls-id-log-20160511173655.log.8FJu5V.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),terbium,ls-id-log-20160511144234.log.HoZ7Lr.gz,0,0,,,(QS had DR PPs),,2,4,3,,,
paraguay (aka signal),thulium,ls-id-log-20160511001136.log.vz9Tbc.gz,0,0,,,(QS had DR PPs),,2,4,5,,,
paraguay (aka signal),tin,ls-id-log-20160510132155.log.QjnWc8.gz,0,0,,,(QS had DR PPs),,2,4,3,,,
paraguay (aka signal),titanium,ls-id-log-20160510172000.log.MIy0dF.gz,0,0,,,(QS had DR PPs),,0,0,0,,,
paraguay (aka signal),tungsten,ls-id-log-20160510172601.log.UA7dPq.gz,0,1,,,verif-despite-malloc-recycles,4365859209,2,4,2,,,
paraguay (aka signal),vanadium,ls-id-log-20160511154119.log.vgIVHk.gz,0,1,,,verif-despite-malloc-recycles,5549776562,2,4,3,,,
paraguay (aka signal),xenon,ls-id-log-20160511123607.log.hbtX2Q.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
paraguay (aka signal),ytterbium,ls-id-log-20160511231347.log.h09WYS.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
paraguay (aka signal),yttrium,ls-id-log-20160511140945.log.hGaUXM.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
paraguay (aka signal),zinc,ls-id-log-20160510163944.log.66FXwJ.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
paraguay (aka signal),zirconium,ls-id-log-20160511025216.log.CrAZhS.gz,0,1,,,verif,13049982341,2,4,0,,,
priority-sema (aka sched),algeria,ls-id-log-20151106060202.log.MCCE8e.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),angola,ls-id-log-20151106110510.log.qm0kxf.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),argentina,ls-id-log-20151106102733.log.82qCsn.gz,0,0,,,(QS had DR PPs),,4,5,0,,,
priority-sema (aka sched),australia,ls-id-log-20151106022609.log.whf8pZ.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),benelux,ls-id-log-20151106022613.log.jb65ra.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),bolivia,ls-id-log-20151106022611.log.XS1E3k.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),botswana,ls-id-log-20151106102411.log.lBzKud.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),brazil,ls-id-log-20151106074544.log.ZYj8mJ.gz,0,1,,,verif,821587689,4,6,0,,,
priority-sema (aka sched),bulgaria,ls-id-log-20151106075256.log.pnbAsg.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),burma,ls-id-log-20151106071853.log.W9WyTF.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),cameroon,ls-id-log-20151106102130.log.G9PL2b.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),chile,ls-id-log-20151106065232.log.7gxUge.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),costarica,ls-id-log-20151106022444.log.4UrOwB.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),cuba,ls-id-log-20151106102651.log.3r80aw.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),czechoslovakia,ls-id-log-20151106105235.log.JRun0U.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),denmark,ls-id-log-20151106053640.log.1NVp1j.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),eastgermany,ls-id-log-20151106054426.log.VLWOy6.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),ecuador,ls-id-log-20151106045642.log.Rq2JfJ.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),egypt,ls-id-log-20151106113032.log.Nq9ciY.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),finland,ls-id-log-20151106125757.log.sEp3ID.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),france,ls-id-log-20151106051106.log.UAlwTH.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),guatemala,ls-id-log-20151106052656.log.cvA86P.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),haiti,ls-id-log-20151106052033.log.FNI00u.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),honduras,ls-id-log-20151106053442.log.DCXvgH.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),india,ls-id-log-20151106072414.log.Y7jQ1b.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),indonesia,ls-id-log-20151106130419.log.aG4Hm0.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),iran,ls-id-log-20151106090608.log.h46KGR.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),iraq,ls-id-log-20151106023232.log.VjFOtT.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),israel,ls-id-log-20151106083038.log.7DbVet.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),italy,ls-id-log-20151106072935.log.UojVtA.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),ivorycoast,ls-id-log-20151106025634.log.UNbYly.gz,1,0,20796917,48063165,,,4,5,0,bugtype KERNEL PANIC: ../../threads/thread.c:616: assertion `t->magic == THREAD_MAGIC' failed.,,
priority-sema (aka sched),japan,ls-id-log-20151106101949.log.52aHMd.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),malaysia,ls-id-log-20151106022608.log.EGVF3w.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),mexico,ls-id-log-20151106063148.log.SDykvU.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),morocco,ls-id-log-20151106111832.log.Hu5MkI.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),nicaragua,ls-id-log-20151106114116.log.dU0jnX.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),nigeria,ls-id-log-20151106064811.log.vFY2H2.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),northkorea,ls-id-log-20151106081311.log.9Y6EZG.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),norway,ls-id-log-20151106094203.log.1Ml6Ri.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),pakistan,ls-id-log-20151106080849.log.hcmLXI.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),panama,ls-id-log-20151106053904.log.w3AWF4.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),paraguay,ls-id-log-20151106065653.log.dp7fn7.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),peru,ls-id-log-20151106080428.log.mL67DF.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),philippines,ls-id-log-20151106091321.log.yKeGbh.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),poland,ls-id-log-20151106093642.log.FUAUZ7.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),saudiarabia,ls-id-log-20151106034544.log.Pw35hs.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),somalia,ls-id-log-20151106053218.log.u0vEe0.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),southafrica,ls-id-log-20151106083900.log.lqo5ap.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),spainportugal,ls-id-log-20151106113354.log.VlwD9F.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),sudan,ls-id-log-20151106070115.log.groMh6.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),syria,ls-id-log-20151106033758.log.8axOEJ.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),taiwan,ls-id-log-20151106104627.log.FxaHYZ.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),thailand,ls-id-log-20151106022612.log.2a1Xuu.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
priority-sema (aka sched),uruguay,ls-id-log-20151106103113.log.7qGr2J.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
