Test name,P2/Pintos group ID (anonymized),Log file name,Bug found?,Data-race (DR) PPs needed?,Total verif?,Bug wall time (usecs),Bug CPU time (usecs),Verif CPU time (usecs),Mutual timeout with ICB? (table 1 in paper),Completed DR PPs,Total DR PPs,Untested DR PPs,Completed PPs,Completed SSes,Malloc-recycle PPs avoided,Malloc-recycle NOT false positives,Bug type,,,,,
thr_exit_join,lutetium,ls-id-log-20160427110505.log.51SZbK.gz,0,0,1,,,942976820,0,2,2,0,4,15,0,0,,,,,,
thr_exit_join,magnesium,ls-id-log-20160428003552.log.DrPpRK.gz,0,0,1,,,6263021100,0,5,5,0,7,115,0,0,,,,,,
thr_exit_join,manganese,ls-id-log-20160427212305.log.DCmPqj.gz,0,0,1,,,53880641,0,0,0,0,2,4,0,0,,,,,,
thr_exit_join,molybdenum,ls-id-log-20160427133150.log.AR649O.gz,0,0,1,,,415257769,0,0,0,0,2,4,5,0,,,,,,
thr_exit_join,neodymium,ls-id-log-20160427100038.log.wJrcT1.gz,0,0,0,,,,0,4,4,0,6,48,0,0,,,,,,
thr_exit_join,neon,ls-id-log-20160428005303.log.8KQOVp.gz,0,0,0,,,,1,5,5,0,7,40,2,0,,,,,,
thr_exit_join,nickel,ls-id-log-20160430034309.log.Tmbnzg.gz,1,1,0,246850572,2293398549,,0,7,7,0,9,56,14,1,bugtype USERSPACE PANIC: Software Exception %d: Thread %d Exiting...,,,,,
thr_exit_join,niobium,ls-id-log-20160427120345.log.caAVgt.gz,0,0,1,,,801354415,0,2,2,0,4,15,0,0,,,,,,
thr_exit_join,nitrogen,ls-id-log-20160427225214.log.IHae7l.gz,1,1,0,393806844,3745859671,,0,40,41,1,45,643,9,0,,,,,,
thr_exit_join,osmium,ls-id-log-20160430094728.log.ozY4Cx.gz,1,0,0,19465728,48975254,,0,8,9,1,12,243,0,0,bugtype USE AFTER FREE,,,,,
thr_exit_join,oxygen,ls-id-log-20160428002641.log.egWqgl.gz,0,0,0,,,,1,3,3,0,7,30,0,0,,,,,,
thr_exit_join,palladium,ls-id-log-20160427223104.log.6QrI09.gz,0,0,0,,,,0,6,6,0,8,67,0,0,,,,,,
thr_exit_join,phosphorus,ls-id-log-20160427141335.log.lF5RcQ.gz,1,1,0,404233049,3653970760,,0,53,259,206,270,335,0,0,,,,,,
thr_exit_join,platinum,ls-id-log-20160428035504.log.mv9g1H.gz,0,0,0,,,,1,0,0,0,0,0,0,0,,,,,,
thr_exit_join,potassium,ls-id-log-20160427202348.log.IZVYy9.gz,0,0,0,,,,1,2,155,153,130,132,0,0,,,,,,
thr_exit_join,praseodymium,ls-id-log-20160430064421.log.SxW3nm.gz,0,0,0,,,,0,15,15,0,17,604,0,0,,,,,,
thr_exit_join,promethium,ls-id-log-20160427131641.log.uPPK9G.gz,0,0,0,,,,0,15,15,0,17,311,0,0,,,,,,
thr_exit_join,rhenium,ls-id-log-20160427141212.log.dfdX70.gz,0,0,1,,,413712845,0,3,3,0,5,29,0,0,,,,,,
thr_exit_join,rhodium,ls-id-log-20160427054507.log.Oq3ylb.gz,0,0,1,,,14011996580,0,7,7,0,9,392,0,0,,,,,,
thr_exit_join,rubidium,ls-id-log-20160427105431.log.ASL6uS.gz,0,0,1,,,17076862937,0,6,6,0,10,408,0,0,,,,,,
thr_exit_join,ruthenium,ls-id-log-20160427140852.log.W0uhAj.gz,1,0,0,16993010,36831987,,0,3,18,15,18,22,24,0,,,,,,
thr_exit_join,samarium,ls-id-log-20160428033332.log.bHinxc.gz,0,0,0,,,,0,50,50,0,53,415,0,0,,,,,,
thr_exit_join,scandium,ls-id-log-20160427112453.log.sJFAZM.gz,1,0,0,20171920,53466232,,0,3,28,25,15,21,10,16,,,,,,
thr_exit_join,selenium,ls-id-log-20160430044336.log.ySm9qd.gz,1,0,0,18731627,40908817,,0,17,19,2,27,358,0,0,bugtype [multiple],Deadlock -- no threads are runnable!,,,,
thr_exit_join,silicon,ls-id-log-20160430054359.log.wdVQ3X.gz,0,0,0,,,,0,6,6,0,9,150,3,0,,,,,,
thr_exit_join,silver,ls-id-log-20160805084933.log.zPwIp6.gz,0,0,0,,,,0,19,19,0,22,153,0,0,,,,,,
thr_exit_join,sodium,ls-id-log-20160428024117.log.DBn7ry.gz,0,0,0,,,,0,37,37,0,39,492,4,0,,,,,,
thr_exit_join,strontium,ls-id-log-20160427162333.log.VmNC63.gz,0,0,0,,,,1,12,12,0,15,227,0,0,,,,,,
thr_exit_join,sulfur,ls-id-log-20160428012335.log.zKq12d.gz,0,0,0,,,,1,26,45,19,51,96,0,0,,,,,,
thr_exit_join,tantalum,ls-id-log-20160427075623.log.yciV4n.gz,0,0,0,,,,1,0,78,78,0,0,0,0,,,,,,
thr_exit_join,technetium,ls-id-log-20160427075713.log.3oCckA.gz,0,0,1,,,1721192773,0,2,2,0,4,14,0,0,,,,,,
thr_exit_join,tellurium,ls-id-log-20160427141131.log.yfdqnz.gz,1,0,0,26177350,97306361,,0,29,29,0,31,1560,0,0,,,,,,
thr_exit_join,terbium,ls-id-log-20160427091005.log.6mK91y.gz,0,0,1,,,2306740528,0,4,4,0,6,36,0,0,,,,,,
thr_exit_join,thulium,ls-id-log-20160427172038.log.9T0Ip4.gz,0,0,1,,,331419109,0,2,2,0,4,14,0,0,,,,,,
thr_exit_join,tin,ls-id-log-20160427203056.log.jL2IRJ.gz,0,0,0,,,,0,24,24,0,26,113,3,0,,,,,,
thr_exit_join,titanium,ls-id-log-20160427230050.log.2CKVBw.gz,0,0,0,,,,1,0,19,19,0,1,0,0,,,,,,
thr_exit_join,tungsten,ls-id-log-20160427085740.log.XrzGzq.gz,0,0,1,,,1753008393,0,2,2,0,4,16,0,0,,,,,,
thr_exit_join,vanadium,ls-id-log-20160427075736.log.v1eH0H.gz,0,0,0,,,,1,1,1,0,3,6,4,0,,,,,,
thr_exit_join,xenon,ls-id-log-20160427191251.log.xc4dHO.gz,0,0,0,,,,1,12,33,21,35,48,0,0,,,,,,
thr_exit_join,ytterbium,ls-id-log-20160427222447.log.J37itO.gz,0,0,0,,,,0,9,9,0,13,521,147,0,,,,,,
thr_exit_join,yttrium,ls-id-log-20160427054557.log.eRM9RB.gz,1,1,0,652877988,6332072296,,0,60,140,80,175,271,0,0,,,,,,
thr_exit_join,zinc,ls-id-log-20160427210306.log.4Afr8A.gz,1,0,0,19608361,50141778,,0,6,16,10,12,69,3,6,,,,,,
thr_exit_join,zirconium,ls-id-log-20160427220750.log.HF7Zex.gz,1,0,0,46792892,273008985,,0,3,3,0,5,13,8,0,,,,,,
wait-simple,afghanistan,ls-id-log-20151111232323.log.iBQF2M.gz,1,0,0,26821113,101141091,,0,0,13,13,30,36,0,0,bugtype [multiple],KERNEL PANIC: ../../lib/kernel/list.c:106: assertion `is_head (elem) || is_interior (elem)' failed.,KERNEL PANIC: ../../lib/kernel/list.c:284: assertion `is_interior (elem)' failed.,KERNEL PANIC: ../../lib/kernel/list.c:318: assertion `!list_empty (list)' failed.,USE AFTER FREE,
wait-simple,algeria,ls-id-log-20151112203249.log.kYYzVw.gz,1,0,0,24193435,75730529,,0,2,10,8,18,20,0,0,bugtype USE AFTER FREE,,,,,
wait-simple,angola,ls-id-log-20151111231009.log.uKWLj3.gz,1,0,0,26292267,80112990,,0,4,5,1,12,22,0,0,bugtype USE AFTER FREE,,,,,
wait-simple,australia,ls-id-log-20151112145710.log.NJvqtI.gz,1,0,0,68933910,463664797,,0,17,19,2,25,117,0,0,bugtype [multiple],Kernel page faulted! Faulting eip: 0xc002dbaa; address: 0x4c,TID 4 was killed by a page fault! (Faulting eip: 0x80483ca; addr: 0x0),TID 4 was killed by a page fault! (Faulting eip: 0x8049341; addr: 0x0),,
wait-simple,austria,ls-id-log-20160805023713.log.x7Xzxh.gz,0,0,0,,,,0,4,4,0,8,33,0,0,,,,,,
wait-simple,benelux,ls-id-log-20151104154254.log.lolEGZ.gz,0,0,0,,,,1,7,7,0,12,38,0,0,,,,,,
wait-simple,bulgaria,ls-id-log-20151112155617.log.Mh1Iku.gz,1,0,0,28559729,115586888,,0,8,11,3,19,99,0,0,bugtype USE AFTER FREE,,,,,
wait-simple,burma,ls-id-log-20151103214428.log.U1oNQT.gz,0,0,0,,,,0,5,5,0,9,55,0,0,,,,,,
wait-simple,cameroon,ls-id-log-20151112164931.log.pcEVNu.gz,1,0,0,24234715,79877823,,0,9,13,4,20,77,0,0,bugtype USE AFTER FREE,,,,,
wait-simple,chile,ls-id-log-20151104164423.log.XKOK4v.gz,0,0,0,,,,1,3,4,1,8,13,0,0,,,,,,
wait-simple,colombia,ls-id-log-20151104155119.log.vsfT5i.gz,0,0,0,,,,1,3,3,0,7,17,0,0,,,,,,
wait-simple,costarica,ls-id-log-20151103153449.log.uhjKQt.gz,0,0,0,,,,1,2,2,0,6,13,0,0,,,,,,
wait-simple,denmark,ls-id-log-20151112013411.log.QwA4K7.gz,0,0,0,,,,1,12,12,0,17,69,0,0,,,,,,
wait-simple,eastgermany,ls-id-log-20151103234716.log.xlCWBL.gz,0,0,0,,,,0,6,6,0,12,94,0,0,,,,,,
wait-simple,ecuador,ls-id-log-20151112003218.log.duUnQf.gz,1,0,0,23261527,65601548,,0,0,16,16,26,27,0,0,bugtype [multiple],Deadlock -- no threads are runnable!,KERNEL PANIC: ../../threads/thread.c:258: assertion `t->status == THREAD_BLOCKED' failed.,USE AFTER FREE,,
wait-simple,egypt,ls-id-log-20151112154800.log.tNmZrr.gz,1,0,0,28019552,106702727,,0,8,11,3,15,51,0,0,bugtype [multiple],Kernel page faulted! Faulting eip: 0xc0028b53; address: 0xccccccd0,TID 4 was killed by a page fault! (Faulting eip: 0xb0e8d889; addr: 0xb0e8d889),,,
wait-simple,elsalvador,ls-id-log-20151112203247.log.fZL9gv.gz,1,0,0,35167245,152042405,,0,1,4,3,11,14,0,0,bugtype Kernel page faulted! Faulting eip: 0xc002a67c; address: 0x38,,,,,
wait-simple,ethiopia,ls-id-log-20151112184445.log.scyCKa.gz,1,1,0,352032587,3321310137,,0,1,12,11,25,60,0,0,bugtype [multiple],Kernel page faulted! Faulting eip: 0xc0022c32; address: 0x28,USE AFTER FREE,,,
wait-simple,france,ls-id-log-20151112012240.log.Di80Zk.gz,0,0,0,,,,1,7,11,4,14,30,0,0,,,,,,
wait-simple,greece,ls-id-log-20151112155721.log.Zv9SwM.gz,1,0,0,22277988,65258305,,0,0,8,8,4,3,0,0,bugtype [multiple],TID 4 was killed by a page fault! (Faulting eip: 0x80483ca; addr: 0x0),USE AFTER FREE,,,
wait-simple,guatemala,ls-id-log-20151103214437.log.Qpq3dI.gz,0,0,0,,,,1,6,6,0,11,66,0,0,,,,,,
wait-simple,hungary,ls-id-log-20151112001331.log.R279E3.gz,1,0,0,36154733,181653364,,0,0,1,1,3,4,0,0,bugtype USE AFTER FREE,,,,,
wait-simple,india,ls-id-log-20151112011456.log.HYv7zX.gz,1,1,0,55167796,380221346,,0,6,8,2,14,35,0,0,bugtype USE AFTER FREE,,,,,
wait-simple,iran,ls-id-log-20151112184348.log.9ybg2I.gz,1,1,0,2456858913,24363214077,,0,6,17,11,22,36,0,0,bugtype [multiple],TID 4 was killed by a page fault! (Faulting eip: 0x8049629; addr: 0x2),TID 4 was killed by a page fault! (Faulting eip: 0xb0e8d889; addr: 0xb0e8d889),,,
wait-simple,iraq,ls-id-log-20151104164547.log.snrd3I.gz,0,0,0,,,,1,4,4,0,8,29,4,0,,,,,,
wait-simple,ivorycoast,ls-id-log-20151112021613.log.5HV8Og.gz,1,0,0,84210113,617736286,,0,2,9,7,12,17,0,0,bugtype USE AFTER FREE,,,,,
wait-simple,japan,ls-id-log-20151112145452.log.Uux2tj.gz,1,0,0,29369220,127810423,,0,5,5,0,12,28,0,0,bugtype USE AFTER FREE,,,,,
wait-simple,jordan,ls-id-log-20151103204304.log.5syhDW.gz,0,0,0,,,,0,5,5,0,9,23,0,0,,,,,,
wait-simple,kenya,ls-id-log-20151112155928.log.Nvnjvc.gz,1,0,0,32494778,141992309,,0,6,11,5,18,35,13,0,bugtype [multiple],Kernel page faulted! Faulting eip: 0xc002925a; address: 0x4c,Kernel page faulted! Faulting eip: 0xc0029407; address: 0xf8d43092,USE AFTER FREE,,
wait-simple,laoscambodia,ls-id-log-20151103204102.log.ptqQMD.gz,0,0,0,,,,1,6,11,5,19,78,7,0,,,,,,
wait-simple,lebanon,ls-id-log-20151112203250.log.TIEGa8.gz,1,0,0,26108367,84657224,,0,1,4,3,10,17,0,0,bugtype [multiple],Kernel page faulted! Faulting eip: 0xc00231ad; address: 0x4c,USE AFTER FREE,,,
wait-simple,libya,ls-id-log-20151112031707.log.Ntvpsq.gz,0,0,0,,,,0,13,13,0,20,76,0,0,,,,,,
wait-simple,malaysia,ls-id-log-20151112203255.log.WR8MFP.gz,1,1,0,896650167,8697435133,,0,11,16,5,19,121,0,0,bugtype [multiple],"KERNEL PANIC: Access past end of device %s (sector=%u, size=%u)",TID 4 was killed by a page fault! (Faulting eip: 0x8048e22; addr: 0x73),TID 4 was killed by a page fault! (Faulting eip: 0x8049629; addr: 0x2),TID 4 was killed by a page fault! (Faulting eip: 0x804a2df; addr: 0x0),USE AFTER FREE
wait-simple,pakistan,ls-id-log-20151112155841.log.X9zgkT.gz,1,0,0,25349079,86851432,,0,17,21,4,37,208,0,0,bugtype [multiple],TID 4 was killed by a page fault! (Faulting eip: 0x80495a0; addr: 0x0),TID 4 was killed by a page fault! (Faulting eip: 0x804a66e; addr: 0x0),TID 4 was killed by a page fault! (Faulting eip: 0xb0e8d889; addr: 0xb0e8d889),TID 4 was killed by a page fault! (Faulting eip: 0xbfffff60; addr: 0x804a670),USE AFTER FREE
wait-simple,panama,ls-id-log-20151112001140.log.fVKcMl.gz,1,0,0,23109960,72451920,,0,5,7,2,12,25,0,0,bugtype USE AFTER FREE,,,,,
wait-simple,paraguay,ls-id-log-20151112155719.log.m6JCEV.gz,1,0,0,21356862,60047792,,0,0,3,3,8,9,0,0,bugtype [multiple],Kernel page faulted! Faulting eip: 0xc002a6ac; address: 0x23,USE AFTER FREE,,,
wait-simple,peru,ls-id-log-20151112002742.log.GuBL9x.gz,1,1,0,47417038,212247479,,0,2,3,1,7,15,0,0,bugtype KERNEL PANIC: ../../lib/kernel/list.c:318: assertion `!list_empty (list)' failed.,,,,,
wait-simple,poland,ls-id-log-20160804165302.log.lS15NX.gz,1,0,0,26042284,92121484,,0,0,4,4,9,11,1,0,bugtype USE AFTER FREE,,,,,
wait-simple,romania,ls-id-log-20151112011409.log.Bl0wA3.gz,1,1,0,110788447,887320373,,0,0,15,15,24,28,0,0,bugtype USE AFTER FREE,,,,,
wait-simple,saudiarabia,ls-id-log-20151112155846.log.DlK8Mt.gz,1,0,0,31119434,107723360,,0,5,7,2,14,104,0,0,bugtype Kernel page faulted! Faulting eip: 0xc002f4d2; address: 0x58,,,,,
wait-simple,southkorea,ls-id-log-20160803050437.log.E4X0pG.gz,0,0,0,,,,1,5,6,1,11,42,0,0,,,,,,
wait-simple,sudan,ls-id-log-20151115113122.log.I7Olw1.gz,0,0,0,,,,1,9,10,1,14,52,0,0,,,,,,
wait-simple,sweden,ls-id-log-20151103214414.log.gI7gMb.gz,0,0,0,,,,1,2,3,1,3,7,0,0,,,,,,
wait-simple,syria,ls-id-log-20151103194147.log.VNzZwO.gz,0,0,0,,,,0,2,2,0,6,16,0,0,,,,,,
wait-simple,thailand,ls-id-log-20151103153447.log.hK7wp1.gz,0,0,0,,,,1,1,4,3,6,8,0,0,,,,,,
wait-simple,tunisia,ls-id-log-20160804155129.log.Fw2WCK.gz,1,1,0,404239370,3860465248,,0,9,32,23,47,78,0,0,bugtype [multiple],TID 4 was killed by a page fault! (Faulting eip: 0xbffffff3; addr: 0x69),USE AFTER FREE,,,
wait-simple,turkey,ls-id-log-20151112021636.log.h20aow.gz,1,0,0,23758788,82429194,,0,9,13,4,21,77,0,0,bugtype USE AFTER FREE,,,,,
wait-simple,venezuela,ls-id-log-20151112011548.log.TUmdNB.gz,1,0,0,21301007,61982603,,0,5,7,2,11,43,0,0,bugtype USE AFTER FREE,,,,,
wait-simple,vietnam,ls-id-log-20151111232126.log.7ey99P.gz,1,0,0,22654094,69493605,,0,0,1,1,5,6,6,0,bugtype KERNEL PANIC: ../../userprog/process.c:126: assertion `ws->ref_cnt == 1' failed.,,,,,
wait-simple,yugoslavia,ls-id-log-20160805033840.log.nUp6iu.gz,0,0,0,,,,1,0,6,6,0,0,0,0,,,,,,
wait-simple,zaire,ls-id-log-20151104164421.log.NkxQZP.gz,0,0,1,,,79170727,0,0,0,0,4,6,0,0,,,,,,
wait-simple,zimbabwe,ls-id-log-20151112150258.log.caDTxG.gz,0,0,0,,,,1,13,18,5,23,45,0,0,,,,,,
