Test name,P2/Pintos group ID (anonymized),Log file name,Bug found?,Data-race (DR) PPs needed?,Total verif?,Bug wall time (usecs),Bug CPU time (usecs),Verif CPU time (usecs),Mutual timeout with ICB? (table 1 in paper),Completed DR PPs,Total DR PPs,Untested DR PPs,Completed PPs,Completed SSes,Malloc-recycle PPs avoided,Malloc-recycle NOT false positives,Bug type,,,,,
mutex_test,oxygen,ls-id-log-20151026010849.log.KJ5pe5.gz,0,0,0,,,,0,15,15,0,17,1613,0,0,,,,,,
mutex_test,palladium,ls-id-log-20151025030557.log.Ig7Y93.gz,0,0,0,,,,0,37,37,0,39,1236,0,0,,,,,,
mutex_test,phosphorus,ls-id-log-20151025091902.log.eIYsTs.gz,1,1,0,28975943,103523732,,0,100,101,1,103,1560,0,0,bugtype Deadlock -- no threads are runnable!,,,,,
mutex_test,platinum,ls-id-log-20151025191632.log.s2MCVr.gz,0,0,1,,,25164250201,0,7,7,0,9,296,0,0,,,,,,
mutex_test,potassium,ls-id-log-20151025194252.log.vGXman.gz,0,0,0,,,,0,51,51,0,53,1421,0,0,,,,,,
mutex_test,praseodymium,ls-id-log-20151025102323.log.VB1VNf.gz,0,0,1,,,803683589,0,4,4,0,6,45,0,0,,,,,,
mutex_test,promethium,ls-id-log-20151026094602.log.3GLuVI.gz,0,0,0,,,,0,7,7,0,9,314,0,0,,,,,,
mutex_test,rhenium,ls-id-log-20151026145215.log.8gTFbU.gz,0,0,0,,,,0,13,13,0,15,954,0,0,,,,,,
mutex_test,rhodium,ls-id-log-20151025163645.log.QD9ysc.gz,0,0,1,,,153740573,0,2,2,0,4,13,0,0,,,,,,
mutex_test,rubidium,ls-id-log-20151026050251.log.dnbSNm.gz,0,0,0,,,,0,13,13,0,15,1330,0,0,,,,,,
mutex_test,ruthenium,ls-id-log-20151026062316.log.kqZjNB.gz,0,0,0,,,,0,8,8,0,10,637,0,0,,,,,,
mutex_test,samarium,ls-id-log-20151027012330.log.yuMXiI.gz,0,0,0,,,,0,34,34,0,36,842,0,0,,,,,,
mutex_test,scandium,ls-id-log-20151025122912.log.hpsdHb.gz,0,0,0,,,,0,12,12,0,14,2088,0,0,,,,,,
mutex_test,selenium,ls-id-log-20151025185339.log.1fOAWl.gz,1,1,0,53757528,322956047,,0,19,19,0,21,573,0,0,bugtype Deadlock -- no threads are runnable!,,,,,
mutex_test,silicon,ls-id-log-20151025074319.log.UEkYQc.gz,0,0,0,,,,0,9,9,0,11,515,3,0,,,,,,
mutex_test,silver,ls-id-log-20151025071900.log.EjvVmq.gz,0,0,0,,,,0,6,6,0,8,131,0,0,,,,,,
mutex_test,sodium,ls-id-log-20151025131823.log.vddS7t.gz,0,0,1,,,28524339564,0,7,7,0,9,296,0,0,,,,,,
mutex_test,strontium,ls-id-log-20151026090706.log.ie1bW6.gz,0,0,1,,,987767503,0,4,4,0,6,49,0,0,,,,,,
mutex_test,sulfur,ls-id-log-20151025075520.log.uQecA0.gz,0,0,0,,,,0,21,21,0,23,1162,0,0,,,,,,
mutex_test,tantalum,ls-id-log-20151025071330.log.LF7GRM.gz,0,0,0,,,,0,70,70,0,72,924,0,0,,,,,,
mutex_test,technetium,ls-id-log-20151026054528.log.YstozC.gz,0,0,0,,,,0,6,6,0,8,136,0,0,,,,,,
mutex_test,tellurium,ls-id-log-20151025043101.log.El78HW.gz,0,0,1,,,9077050426,0,8,8,0,10,642,0,0,,,,,,
mutex_test,terbium,ls-id-log-20151025202041.log.HQzI4d.gz,0,0,1,,,972903298,0,5,5,0,7,78,0,0,,,,,,
mutex_test,thulium,ls-id-log-20151025130440.log.MAWbEo.gz,0,0,1,,,186688964,0,2,2,0,4,14,0,0,,,,,,
mutex_test,tin,ls-id-log-20151026232618.log.uyPkiW.gz,0,0,0,,,,0,27,27,0,29,1927,1,0,,,,,,
mutex_test,titanium,ls-id-log-20151026052329.log.N4qOA9.gz,0,0,0,,,,0,23,23,0,25,207,0,0,,,,,,
mutex_test,tungsten,ls-id-log-20151025020553.log.JRjDBj.gz,0,0,0,,,,0,7,7,0,9,210,0,0,,,,,,
mutex_test,vanadium,ls-id-log-20151025115031.log.LFHv0P.gz,0,0,1,,,5186424784,0,5,5,0,7,86,0,0,,,,,,
mutex_test,xenon,ls-id-log-20151025223419.log.nEa2MD.gz,0,0,0,,,,0,9,9,0,11,436,0,0,,,,,,
mutex_test,ytterbium,ls-id-log-20151025235737.log.ji2lsB.gz,0,0,0,,,,0,14,14,0,16,1507,0,0,,,,,,
mutex_test,yttrium,ls-id-log-20151025193432.log.AQX7By.gz,1,1,0,2634594090,24156911041,,0,53,53,0,55,1258,0,0,bugtype [multiple],TID 4 was killed by a page fault! (Faulting eip: 0x1000342; addr: 0x8),TID 5 was killed by a page fault! (Faulting eip: 0x1000342; addr: 0x8),"bugtype NO PROGRESS (infinite loop?) ((custom note: stuck in ""while (p->next)"" loop in dequeue(); probably list got corrupted to circular))",,
mutex_test,zinc,ls-id-log-20151025030455.log.D1yMFV.gz,1,0,0,20186696,51690667,,0,2,2,0,4,8,0,0,"bugtype USERSPACE PANIC: 410user/progs/mutex_test.c:35: failed assertion `num_in_section == 1 && ""o noes, mutex didn't mutually exclude""'",,,,,
mutex_test,zirconium,ls-id-log-20151025173507.log.dGTZbL.gz,0,0,0,,,,0,13,13,0,15,1004,0,0,,,,,,
paradise_lost (aka sem),aluminum,ls-id-log-20160427125650.log.YSQN61.gz,0,0,0,,,,1,2,2,0,7,47,1,1,,,,,,
paradise_lost (aka sem),antimony,ls-id-log-20160427150919.log.2uPwB6.gz,0,0,0,,,,1,2,2,0,5,32,1,2,,,,,,
paradise_lost (aka sem),argon,ls-id-log-20160427164024.log.mZ1bwz.gz,0,0,0,,,,0,0,1,1,2,4,0,0,,,,,,
paradise_lost (aka sem),arsenic,ls-id-log-20160428013147.log.loXCtW.gz,1,0,0,27032235,89400622,,0,0,3,3,4,5,2,0,,,,,,
paradise_lost (aka sem),barium,ls-id-log-20160427161618.log.sC1yxt.gz,0,0,0,,,,1,14,28,14,31,53,1,4,,,,,,
paradise_lost (aka sem),beryllium,ls-id-log-20160430000803.log.9hvLs7.gz,0,0,0,,,,1,3,4,1,7,34,0,0,,,,,,
paradise_lost (aka sem),boron,ls-id-log-20160427083859.log.rwAHEB.gz,0,0,0,,,,1,12,12,0,32,206,0,0,,,,,,
paradise_lost (aka sem),bromine,ls-id-log-20160428030144.log.3eIBXE.gz,0,0,0,,,,0,42,43,1,46,98,0,0,,,,,,
paradise_lost (aka sem),cadmium,ls-id-log-20160429190115.log.SBSjbU.gz,0,0,0,,,,1,12,12,0,20,85,0,0,,,,,,
paradise_lost (aka sem),caesium,ls-id-log-20160427191942.log.vHSbkp.gz,0,0,0,,,,1,2,2,0,5,32,0,1,,,,,,
paradise_lost (aka sem),calcium,ls-id-log-20160428005935.log.woZmUA.gz,0,0,0,,,,0,23,23,0,58,247,0,0,,,,,,
paradise_lost (aka sem),carbon,ls-id-log-20160428003716.log.Q3YJLM.gz,0,0,0,,,,1,20,28,8,45,95,9,0,,,,,,
paradise_lost (aka sem),cerium,ls-id-log-20160427054824.log.qW8UdS.gz,0,0,0,,,,1,15,22,7,45,79,0,0,,,,,,
paradise_lost (aka sem),chlorine,ls-id-log-20160427171752.log.Kk6oGq.gz,0,0,0,,,,1,7,7,0,13,225,0,0,,,,,,
paradise_lost (aka sem),chromium,ls-id-log-20160427111500.log.tSzqnL.gz,0,0,0,,,,1,0,0,0,0,1,0,0,,,,,,
paradise_lost (aka sem),cobalt,ls-id-log-20160429230739.log.KIzdNG.gz,0,0,0,,,,1,10,14,4,38,59,0,0,,,,,,
paradise_lost (aka sem),copper,ls-id-log-20160427151515.log.FVC7c1.gz,0,0,0,,,,1,8,8,0,18,115,0,0,,,,,,
paradise_lost (aka sem),dysprosium,ls-id-log-20160427133711.log.A4a2BQ.gz,0,0,0,,,,1,8,11,3,28,59,0,0,,,,,,
paradise_lost (aka sem),erbium,ls-id-log-20160427064950.log.K13asO.gz,1,1,0,59469978,437774514,,0,14,15,1,21,123,0,0,,,,,,
paradise_lost (aka sem),europium,ls-id-log-20160428032851.log.QurcY6.gz,0,0,0,,,,1,0,0,0,0,1,45,0,,,,,,
paradise_lost (aka sem),fluorine,ls-id-log-20160427232610.log.UWPTKw.gz,1,1,0,49202929,309186037,,0,8,98,90,61,68,0,0,,,,,,
paradise_lost (aka sem),gadolinium,ls-id-log-20160427034410.log.jvsEm9.gz,0,0,0,,,,1,13,15,2,30,270,0,0,,,,,,
paradise_lost (aka sem),gallium,ls-id-log-20160429210445.log.RFFgBD.gz,0,0,0,,,,1,2,9,7,9,11,0,0,,,,,,
paradise_lost (aka sem),germanium,ls-id-log-20160427171343.log.6YYVkF.gz,0,0,0,,,,1,4,4,0,7,70,0,0,,,,,,
paradise_lost (aka sem),gold,ls-id-log-20160427231458.log.EBDUO9.gz,0,0,0,,,,1,4,28,24,11,13,2,0,,,,,,
paradise_lost (aka sem),hafnium,ls-id-log-20160428011647.log.jg2m6s.gz,0,0,0,,,,1,11,11,0,19,175,0,3,,,,,,
paradise_lost (aka sem),helium,ls-id-log-20160427054607.log.TQ1ALa.gz,0,0,1,,,317050802,0,0,0,0,2,4,8,0,,,,,,
paradise_lost (aka sem),holmium,ls-id-log-20160427120558.log.w4UTtr.gz,0,0,0,,,,1,4,5,1,9,74,0,0,,,,,,
paradise_lost (aka sem),hydrogen,ls-id-log-20160427034413.log.YMP9Tu.gz,0,0,0,,,,1,0,0,0,0,1,3,0,,,,,,
paradise_lost (aka sem),indium,ls-id-log-20160427215218.log.gUckPM.gz,0,0,0,,,,1,0,24,24,0,0,0,0,,,,,,
paradise_lost (aka sem),iodine,ls-id-log-20160427191427.log.I72EkD.gz,0,0,0,,,,1,8,11,3,20,312,25,1,,,,,,
paradise_lost (aka sem),iridium,ls-id-log-20160427081240.log.ONY6Ab.gz,0,0,0,,,,1,7,7,0,16,121,0,0,,,,,,
paradise_lost (aka sem),iron,ls-id-log-20160428013733.log.97qJtA.gz,1,0,0,18560179,38137642,,0,0,0,0,2,3,0,0,,,,,,
paradise_lost (aka sem),kyrpton,ls-id-log-20160427091307.log.yf73By.gz,0,0,0,,,,0,2,20,18,13,15,0,0,,,,,,
paradise_lost (aka sem),lanthanum,ls-id-log-20160427155927.log.WGmHvh.gz,1,0,0,17967526,40155778,,0,0,16,16,2,3,0,0,,,,,,
paradise_lost (aka sem),lithium,ls-id-log-20160427201016.log.HhDwFG.gz,1,1,0,1266143640,12497937160,,0,17,89,72,82,120,0,0,,,,,,
paradise_lost (aka sem),lutetium,ls-id-log-20160427110322.log.C6OfXL.gz,0,0,0,,,,1,3,3,0,6,13,0,0,,,,,,
paradise_lost (aka sem),magnesium,ls-id-log-20160427122244.log.VClb8i.gz,0,0,1,,,19750766749,0,2,2,0,5,31,0,0,,,,,,
paradise_lost (aka sem),manganese,ls-id-log-20160427190120.log.inrLym.gz,0,0,0,,,,1,0,1,1,1,2,0,0,,,,,,
paradise_lost (aka sem),molybdenum,ls-id-log-20160427120706.log.kSGv7I.gz,0,0,0,,,,1,0,7,7,3,4,2,5,,,,,,
paradise_lost (aka sem),neodymium,ls-id-log-20160517071006.log.x5BwiJ.gz,0,0,0,,,,1,7,7,0,15,80,0,0,,,,,,
paradise_lost (aka sem),neon,ls-id-log-20160427151807.log.6zYZIp.gz,1,0,0,23651591,67778495,,0,0,4,4,1,2,4,0,,,,,,
paradise_lost (aka sem),nickel,ls-id-log-20160427223502.log.hN0YNo.gz,0,0,0,,,,1,0,5,5,0,0,10,2,,,,,,
paradise_lost (aka sem),niobium,ls-id-log-20160427101333.log.4I84cB.gz,0,0,0,,,,1,5,6,1,12,94,0,0,,,,,,
paradise_lost (aka sem),nitrogen,ls-id-log-20160427091726.log.rkAyZv.gz,0,0,0,,,,0,45,45,0,98,427,0,0,,,,,,
paradise_lost (aka sem),osmium,ls-id-log-20160427225400.log.0BLRv7.gz,1,0,0,18625782,42230674,,0,0,10,10,1,2,0,0,,,,,,
paradise_lost (aka sem),oxygen,ls-id-log-20160427044540.log.aLjjm7.gz,0,0,0,,,,1,5,12,7,16,74,0,0,,,,,,
paradise_lost (aka sem),palladium,ls-id-log-20160427061029.log.PjVEY6.gz,1,1,0,808151863,7897285003,,0,22,23,1,42,114,0,0,,,,,,
paradise_lost (aka sem),phosphorus,ls-id-log-20160428001931.log.OHXWbb.gz,1,0,0,42383471,265764314,,0,0,189,189,0,1,0,0,,,,,,
paradise_lost (aka sem),platinum,ls-id-log-20160805024055.log.RHFN31.gz,0,0,0,,,,1,12,14,2,32,113,0,0,,,,,,
paradise_lost (aka sem),potassium,ls-id-log-20160427065020.log.N93tSz.gz,0,0,0,,,,1,4,161,157,89,100,0,0,,,,,,
paradise_lost (aka sem),praseodymium,ls-id-log-20160428010139.log.mILS6U.gz,0,0,0,,,,1,6,6,0,10,121,0,0,,,,,,
paradise_lost (aka sem),promethium,ls-id-log-20160427225521.log.6FzmTz.gz,0,0,0,,,,1,31,31,0,67,197,0,0,,,,,,
paradise_lost (aka sem),rhenium,ls-id-log-20160428023209.log.nFg96C.gz,1,1,0,823441913,8054987712,,0,13,50,37,103,295,0,0,,,,,,
paradise_lost (aka sem),rhodium,ls-id-log-20160427110902.log.5Wk5DB.gz,0,0,0,,,,0,7,7,0,16,84,0,0,,,,,,
paradise_lost (aka sem),rubidium,ls-id-log-20160427071055.log.ANpVpX.gz,0,0,0,,,,1,16,36,20,52,77,0,0,,,,,,
paradise_lost (aka sem),ruthenium,ls-id-log-20160427152049.log.lBKZN9.gz,1,0,0,20910038,56392791,,0,0,6,6,0,1,0,0,,,,,,
paradise_lost (aka sem),samarium,ls-id-log-20160427221432.log.f1OhTk.gz,0,0,0,,,,1,23,95,72,98,137,0,0,,,,,,
paradise_lost (aka sem),scandium,ls-id-log-20160427034413.log.EyeWhp.gz,0,0,0,,,,0,6,6,0,15,96,0,0,,,,,,
paradise_lost (aka sem),selenium,ls-id-log-20160427202138.log.sUdy0D.gz,0,0,0,,,,1,4,22,18,24,28,0,0,,,,,,
paradise_lost (aka sem),silicon,ls-id-log-20160427151729.log.rbcmBi.gz,0,0,0,,,,1,1,1,0,3,6,28,0,,,,,,
paradise_lost (aka sem),silver,ls-id-log-20160427185656.log.f6zPY6.gz,0,0,0,,,,1,19,23,4,54,97,0,0,,,,,,
paradise_lost (aka sem),sodium,ls-id-log-20160427091216.log.cCelOP.gz,0,0,0,,,,1,0,33,33,24,25,3,5,,,,,,
paradise_lost (aka sem),strontium,ls-id-log-20160427212401.log.lsFUCr.gz,1,1,0,152704982,1356759411,,0,7,9,2,21,180,4,0,,,,,,
paradise_lost (aka sem),sulfur,ls-id-log-20160427192809.log.ovbdc9.gz,0,0,0,,,,1,13,16,3,28,174,0,0,,,,,,
paradise_lost (aka sem),tantalum,ls-id-log-20160429200405.log.pQQjbs.gz,0,0,0,,,,0,0,135,135,0,0,0,0,,,,,,
paradise_lost (aka sem),technetium,ls-id-log-20160429220613.log.1CgUGX.gz,0,0,0,,,,1,2,2,0,5,49,13,1,,,,,,
paradise_lost (aka sem),tellurium,ls-id-log-20160427130724.log.eN915m.gz,0,0,0,,,,1,31,34,3,69,146,0,0,,,,,,
paradise_lost (aka sem),terbium,ls-id-log-20160427190949.log.jGLlPv.gz,0,0,0,,,,0,4,4,0,12,42,2,3,,,,,,
paradise_lost (aka sem),thulium,ls-id-log-20160427111812.log.4pJ96y.gz,0,0,0,,,,0,6,6,0,15,327,0,0,,,,,,
paradise_lost (aka sem),tin,ls-id-log-20160427181409.log.0GfwF1.gz,0,0,0,,,,1,0,8,8,0,0,3,0,,,,,,
paradise_lost (aka sem),titanium,ls-id-log-20160427211039.log.xPmkUm.gz,1,0,0,713217040,6894440214,,0,0,12,12,0,1,0,0,,,,,,
paradise_lost (aka sem),tungsten,ls-id-log-20160427181128.log.Kyp6WO.gz,0,0,0,,,,1,0,3,3,2,3,0,0,,,,,,
paradise_lost (aka sem),vanadium,ls-id-log-20160429200244.log.i7fvoG.gz,1,0,0,27009453,66506061,,0,0,0,0,2,3,0,0,"bugtype USERSPACE PANIC: 410user/progs/paradise_lost.c:41: failed assertion `num_in_section == 1 && ""long is the way, and hard, that out of hell leads up to light""'",,,,,
paradise_lost (aka sem),xenon,ls-id-log-20160427235646.log.DJod2D.gz,0,0,0,,,,1,7,13,6,11,15,0,0,,,,,,
paradise_lost (aka sem),ytterbium,ls-id-log-20160427171009.log.8k8UdU.gz,0,0,0,,,,1,7,13,6,15,146,0,0,,,,,,
paradise_lost (aka sem),yttrium,ls-id-log-20160427055518.log.jZeINB.gz,1,1,0,2301327561,22424545465,,0,0,139,139,9,9,0,0,,,,,,
paradise_lost (aka sem),zinc,ls-id-log-20160427192017.log.EQlD9d.gz,1,0,0,62378158,450791799,,0,8,13,5,22,93,0,0,,,,,,
paradise_lost (aka sem),zirconium,ls-id-log-20160427034409.log.hlmrJh.gz,0,0,0,,,,1,0,0,0,0,0,0,0,,,,,,
paraguay (aka signal),aluminum,ls-id-log-20160427121619.log.p96ONi.gz,0,0,0,,,,1,1,2,1,4,6,3,0,,,,,,
paraguay (aka signal),antimony,ls-id-log-20160427151708.log.2qbXwW.gz,0,0,0,,,,1,1,2,1,4,6,8,0,,,,,,
paraguay (aka signal),argon,ls-id-log-20160427075707.log.CW7lPI.gz,0,0,1,,,64280312,0,0,0,0,2,4,1,0,,,,,,
paraguay (aka signal),arsenic,ls-id-log-20160427212950.log.KZMXf2.gz,1,0,0,19525100,43889000,,0,1,3,2,5,8,1,0,,,,,,
paraguay (aka signal),barium,ls-id-log-20160427055525.log.kiyVhT.gz,0,0,0,,,,1,12,12,0,13,39,5,1,,,,,,
paraguay (aka signal),beryllium,ls-id-log-20160429153256.log.ZpNeT1.gz,0,0,0,,,,1,4,4,0,6,31,0,0,,,,,,
paraguay (aka signal),boron,ls-id-log-20160429163420.log.t4PQ55.gz,0,0,0,,,,1,25,37,12,40,68,0,0,,,,,,
paraguay (aka signal),bromine,ls-id-log-20160427233529.log.TplpSt.gz,0,0,0,,,,1,0,71,71,22,23,0,0,,,,,,
paraguay (aka signal),cadmium,ls-id-log-20160430021109.log.7tuFuB.gz,0,0,0,,,,1,12,18,6,20,62,0,0,,,,,,
paraguay (aka signal),caesium,ls-id-log-20160427060004.log.nOREPa.gz,0,0,0,,,,1,1,1,0,3,6,1,0,,,,,,
paraguay (aka signal),calcium,ls-id-log-20160427181041.log.hLCPen.gz,0,0,0,,,,0,19,19,0,25,77,0,0,,,,,,
paraguay (aka signal),carbon,ls-id-log-20160427123023.log.3jbn1u.gz,0,0,0,,,,1,54,54,0,58,187,0,0,,,,,,
paraguay (aka signal),cerium,ls-id-log-20160427110927.log.98tcFO.gz,0,0,0,,,,0,43,43,0,47,105,0,0,,,,,,
paraguay (aka signal),chlorine,ls-id-log-20160427235237.log.tsL9no.gz,0,0,0,,,,1,6,12,6,13,64,0,0,,,,,,
paraguay (aka signal),chromium,ls-id-log-20160427075119.log.iE79jU.gz,0,0,1,,,1506136521,0,0,0,0,2,4,2,0,,,,,,
paraguay (aka signal),cobalt,ls-id-log-20160427084918.log.gH9Dyq.gz,0,0,0,,,,0,23,23,0,25,80,0,0,,,,,,
paraguay (aka signal),copper,ls-id-log-20160427135740.log.EQ7hbV.gz,0,0,0,,,,1,13,13,0,15,149,0,0,,,,,,
paraguay (aka signal),dysprosium,ls-id-log-20160427054600.log.DWNHvI.gz,0,0,0,,,,0,23,23,0,25,190,0,0,,,,,,
paraguay (aka signal),erbium,ls-id-log-20160427153902.log.OBHW3i.gz,0,0,0,,,,0,12,12,0,14,404,0,0,,,,,,
paraguay (aka signal),europium,ls-id-log-20160427161731.log.5FTZfy.gz,0,0,0,,,,1,0,0,0,2,3,11,0,,,,,,
paraguay (aka signal),fluorine,ls-id-log-20160427034415.log.CeCAkf.gz,1,1,0,139491094,1206137096,,0,17,102,85,76,94,0,0,,,,,,
paraguay (aka signal),gadolinium,ls-id-log-20160427215146.log.s2P1a0.gz,0,0,0,,,,1,2,4,2,5,9,0,0,,,,,,
paraguay (aka signal),gallium,ls-id-log-20160427141703.log.wYFjmi.gz,0,0,0,,,,1,7,8,1,8,79,2,1,,,,,,
paraguay (aka signal),germanium,ls-id-log-20160427141141.log.uOpDsP.gz,1,1,0,287100086,2703142058,,0,4,8,4,10,38,0,0,,,,,,
paraguay (aka signal),gold,ls-id-log-20160430031237.log.fw7I5j.gz,0,0,0,,,,0,56,56,0,58,404,1,0,,,,,,
paraguay (aka signal),hafnium,ls-id-log-20160427084933.log.GddY6l.gz,0,0,0,,,,1,5,5,0,8,47,7,2,,,,,,
paraguay (aka signal),helium,ls-id-log-20160427085123.log.zP9GIV.gz,0,0,1,,,100140322,0,0,0,0,2,4,3,0,,,,,,
paraguay (aka signal),holmium,ls-id-log-20160428002745.log.C6s0iC.gz,0,0,0,,,,1,11,16,5,17,27,0,0,,,,,,
paraguay (aka signal),hydrogen,ls-id-log-20160427184114.log.hqVwcq.gz,0,0,1,,,4067071918,0,2,2,0,4,16,2,0,,,,,,
paraguay (aka signal),indium,ls-id-log-20160430041402.log.e0lQNe.gz,0,0,0,,,,1,2,51,49,7,8,0,0,,,,,,
paraguay (aka signal),iodine,ls-id-log-20160428031102.log.t2fsAu.gz,0,0,0,,,,1,2,26,24,24,26,35,0,,,,,,
paraguay (aka signal),iridium,ls-id-log-20160427192115.log.ZC2sfp.gz,0,0,0,,,,0,7,7,0,9,64,7,0,,,,,,
paraguay (aka signal),iron,ls-id-log-20160427140849.log.jC1DWb.gz,1,0,0,17611674,37395854,,0,0,0,0,2,3,2,0,,,,,,
paraguay (aka signal),kyrpton,ls-id-log-20160427210627.log.2pjg7I.gz,0,0,0,,,,1,10,10,0,20,101,0,0,,,,,,
paraguay (aka signal),lanthanum,ls-id-log-20160427112956.log.Ku5Re4.gz,1,0,0,19482882,48275787,,0,0,9,9,5,4,0,0,,,,,,
paraguay (aka signal),lithium,ls-id-log-20160427114655.log.XSoRvM.gz,1,1,0,362891331,3458140547,,0,16,39,23,41,64,3,0,,,,,,
paraguay (aka signal),lutetium,ls-id-log-20160427034409.log.CvTc58.gz,0,0,0,,,,1,3,3,0,4,8,9,0,,,,,,
paraguay (aka signal),magnesium,ls-id-log-20160427125456.log.fnEhzh.gz,0,0,1,,,272876375,0,2,2,0,4,15,2,0,,,,,,
paraguay (aka signal),manganese,ls-id-log-20160427201333.log.vFUAB0.gz,0,0,1,,,2567234822,0,0,0,0,2,4,2,0,,,,,,
paraguay (aka signal),molybdenum,ls-id-log-20160430010947.log.mfdqMj.gz,0,0,0,,,,1,0,0,0,2,3,4,0,,,,,,
paraguay (aka signal),neodymium,ls-id-log-20160427105122.log.16USeK.gz,0,0,0,,,,0,5,5,0,7,56,1,0,,,,,,
paraguay (aka signal),neon,ls-id-log-20160427111556.log.Zmvto6.gz,0,0,0,,,,1,4,4,0,5,13,0,0,,,,,,
paraguay (aka signal),nickel,ls-id-log-20160427155959.log.Ff06i5.gz,0,0,0,,,,1,5,5,0,6,14,15,1,,,,,,
paraguay (aka signal),niobium,ls-id-log-20160427174051.log.U7yxNx.gz,0,0,0,,,,0,2,2,0,4,12,0,0,,,,,,
paraguay (aka signal),nitrogen,ls-id-log-20160429173447.log.95sQXT.gz,0,0,0,,,,0,46,58,12,76,147,0,0,,,,,,
paraguay (aka signal),osmium,ls-id-log-20160427035616.log.vmVmSP.gz,0,0,0,,,,1,15,15,0,17,64,0,0,,,,,,
paraguay (aka signal),oxygen,ls-id-log-20160427205843.log.35aVn9.gz,0,0,0,,,,1,5,5,0,7,40,0,0,,,,,,
paraguay (aka signal),palladium,ls-id-log-20160427151730.log.0gYlap.gz,0,0,0,,,,1,6,24,18,30,39,3,1,,,,,,
paraguay (aka signal),phosphorus,ls-id-log-20160427170025.log.swgGfR.gz,1,1,0,497130905,4761350466,,0,21,215,194,73,98,0,0,bugtype INVALID HEAP ACCESS (never allocated) - write to 0x01008fb4 at eip 0x00102917,,,,,
paraguay (aka signal),platinum,ls-id-log-20160427045350.log.fn6cpX.gz,0,0,0,,,,1,16,23,7,25,46,0,0,,,,,,
paraguay (aka signal),potassium,ls-id-log-20160429183615.log.iOBzi0.gz,1,1,0,181714295,1611631897,,0,75,124,49,130,309,0,0,bugtype USE AFTER FREE,,,,,
paraguay (aka signal),praseodymium,ls-id-log-20160427125717.log.IToHkX.gz,0,0,0,,,,0,6,6,0,8,108,0,0,,,,,,
paraguay (aka signal),promethium,ls-id-log-20160427100408.log.jeCZKv.gz,0,0,0,,,,1,31,31,0,32,165,0,0,,,,,,
paraguay (aka signal),rhenium,ls-id-log-20160427214331.log.ULGvjl.gz,1,0,0,60738784,442110047,,0,13,24,11,26,142,4,0,,,,,,
paraguay (aka signal),rhodium,ls-id-log-20160430051544.log.x6BNNW.gz,0,0,0,,,,0,44,45,1,48,262,0,0,,,,,,
paraguay (aka signal),rubidium,ls-id-log-20160427211615.log.Aac8O2.gz,0,0,0,,,,1,13,17,4,19,49,0,0,,,,,,
paraguay (aka signal),ruthenium,ls-id-log-20160805044357.log.kESyV4.gz,0,0,0,,,,1,16,18,2,20,69,0,0,,,,,,
paraguay (aka signal),samarium,ls-id-log-20160429203808.log.4y21oE.gz,0,0,0,,,,1,28,60,32,81,121,0,0,,,,,,
paraguay (aka signal),scandium,ls-id-log-20160427035427.log.HGEWak.gz,0,0,1,,,29276468536,0,5,5,0,7,128,0,0,,,,,,
paraguay (aka signal),selenium,ls-id-log-20160427080148.log.sLV6rC.gz,0,0,0,,,,1,20,20,0,27,92,0,0,,,,,,
paraguay (aka signal),silicon,ls-id-log-20160427094944.log.DTT99l.gz,0,0,0,,,,1,1,1,0,2,4,5,0,,,,,,
paraguay (aka signal),silver,ls-id-log-20160427095000.log.OlP00x.gz,0,0,0,,,,0,13,13,0,17,79,0,0,,,,,,
paraguay (aka signal),sodium,ls-id-log-20160427232538.log.iIr6Jx.gz,0,0,0,,,,1,32,32,0,33,449,2,0,,,,,,
paraguay (aka signal),strontium,ls-id-log-20160427141433.log.73y9iB.gz,0,0,0,,,,1,39,46,7,49,122,0,0,,,,,,
paraguay (aka signal),sulfur,ls-id-log-20160427161758.log.jYzuik.gz,1,1,0,2280575973,22632108424,,0,57,68,11,71,151,6,0,,,,,,
paraguay (aka signal),tantalum,ls-id-log-20160427034412.log.G55YEe.gz,0,0,0,,,,1,0,90,90,0,0,0,0,,,,,,
paraguay (aka signal),technetium,ls-id-log-20160427213440.log.1OJZeL.gz,0,0,0,,,,1,2,2,0,3,5,15,0,,,,,,
paraguay (aka signal),tellurium,ls-id-log-20160427232718.log.YyThQe.gz,0,0,0,,,,1,27,27,0,29,86,0,0,,,,,,
paraguay (aka signal),terbium,ls-id-log-20160427205054.log.UfPi0q.gz,0,0,0,,,,0,4,4,0,6,32,4,0,,,,,,
paraguay (aka signal),thulium,ls-id-log-20160427131624.log.E6bUog.gz,0,0,0,,,,0,13,13,0,15,151,6,0,,,,,,
paraguay (aka signal),tin,ls-id-log-20160429193642.log.zFHsuS.gz,0,0,0,,,,0,7,7,0,9,33,3,0,,,,,,
paraguay (aka signal),titanium,ls-id-log-20160805034122.log.Uj0cX5.gz,0,0,0,,,,1,0,74,74,0,0,0,0,,,,,,
paraguay (aka signal),tungsten,ls-id-log-20160427181854.log.8zEuiO.gz,0,0,0,,,,0,0,0,0,2,3,2,0,,,,,,
paraguay (aka signal),vanadium,ls-id-log-20160428000118.log.x2ABqS.gz,0,0,0,,,,1,0,0,0,2,3,3,0,,,,,,
paraguay (aka signal),xenon,ls-id-log-20160427171242.log.f4K1fd.gz,0,0,0,,,,1,0,27,27,3,4,0,0,,,,,,
