Test name,P2/Pintos group ID (anonymized),Log file name,Bug found?,Data-race (DR) PPs needed?,Total verif?,Bug wall time (usecs),Bug CPU time (usecs),Verif CPU time (usecs),Completed DR PPs,Total DR PPs,Untested DR PPs,Completed PPs,Completed SSes,Malloc-recycle PPs avoided,Bug type,,,,,,
mutex_test,rubidium,ls-id-log-20160630203122.log.ogtsOd.gz,0,0,0,,,,16,44,28,46,660,0,,,,,,,
mutex_test,ruthenium,ls-id-log-20160630193029.log.n7JVqn.gz,0,0,0,,,,8,2,0,10,642,0,,,,,,,
mutex_test,samarium,ls-id-log-20160702053540.log.2CEas2.gz,0,0,0,,,,32,32,0,34,609,0,,,,,,,
mutex_test,scandium,ls-id-log-20160630193140.log.jlHu2I.gz,0,0,0,,,,12,12,0,14,1485,0,,,,,,,
mutex_test,selenium,ls-id-log-20160701092112.log.gqnm07.gz,1,1,0,123864342,919186416,,19,19,0,21,1301,0,bugtype Deadlock -- no threads are runnable!,,,,,,
mutex_test,silicon,ls-id-log-20160701064601.log.kS0Eje.gz,0,0,0,,,,9,9,0,11,411,3,,,,,,,
mutex_test,silver,ls-id-log-20160701155138.log.FHlfgJ.gz,0,0,0,,,,6,6,0,8,129,0,,,,,,,
mutex_test,sodium,ls-id-log-20160701111437.log.yNEIxM.gz,0,0,1,,,633217020,7,7,0,9,322,0,,,,,,,
mutex_test,strontium,ls-id-log-20160702063706.log.RSKE14.gz,0,0,1,,,691061353,4,4,0,6,49,0,,,,,,,
mutex_test,sulfur,ls-id-log-20160701111426.log.EBSsrp.gz,0,0,0,,,,20,20,0,22,1105,0,,,,,,,
mutex_test,tantalum,ls-id-log-20160701102135.log.HdoWGQ.gz,0,0,0,,,,69,69,0,71,914,0,,,,,,,
mutex_test,technetium,ls-id-log-20160707032745.log.y6Vuwu.gz,0,0,0,,,,6,6,0,8,135,0,,,,,,,
mutex_test,tellurium,ls-id-log-20160702051619.log.toWeWq.gz,0,0,1,,,597540655,8,8,0,10,642,0,,,,,,,
mutex_test,terbium,ls-id-log-20160701052201.log.WqZTVc.gz,0,0,1,,,787528758,5,5,0,7,82,0,,,,,,,
mutex_test,thulium,ls-id-log-20160701142122.log.gs8QGb.gz,0,0,1,,,597707581,2,2,0,4,13,0,,,,,,,
mutex_test,tin,ls-id-log-20160630215715.log.Yq7tqT.gz,0,0,0,,,,27,27,0,29,1704,1,,,,,,,
mutex_test,titanium,ls-id-log-20160630203218.log.bayhlH.gz,0,0,0,,,,23,38,15,25,110,0,,,,,,,
mutex_test,tungsten,ls-id-log-20160701155205.log.NcE49k.gz,0,0,0,,,,6,6,0,8,151,0,,,,,,,
mutex_test,vanadium,ls-id-log-20160630192613.log.IbLRkp.gz,0,0,1,,,611269605,5,5,0,7,86,0,,,,,,,
mutex_test,xenon,ls-id-log-20160630195434.log.39xPqk.gz,0,0,0,,,,9,9,0,11,458,0,,,,,,,
mutex_test,ytterbium,ls-id-log-20160701085607.log.Xb9G3h.gz,0,0,0,,,,14,14,0,16,1042,0,,,,,,,
mutex_test,yttrium,ls-id-log-20160630214655.log.U7V2Kx.gz,0,0,0,,,,52,52,0,54,1234,0,,,,,,,
mutex_test,zinc,ls-id-log-20160708040850.log.F81HOk.gz,1,0,0,19504011,46867055,,2,2,0,4,8,0,"bugtype USERSPACE PANIC: 410user/progs/mutex_test.c:35: failed assertion `num_in_section == 1 && ""o noes, mutex didn't mutually exclude""'",,,,,,
mutex_test,zirconium,ls-id-log-20160701060959.log.0DsseL.gz,0,0,0,,,,13,13,0,15,706,0,,,,,,,
paradise_lost (aka sem),aluminum,ls-id-log-20160701035539.log.Mi9fSq.gz,0,0,0,,,,2,2,0,7,28,0,,,,,,,
paradise_lost (aka sem),antimony,ls-id-log-20160701140355.log.L1VkYO.gz,0,0,0,,,,2,2,0,5,28,0,,,,,,,
paradise_lost (aka sem),argon,ls-id-log-20160701055055.log.8RRgj9.gz,0,0,0,,,,0,1,1,2,4,0,,,,,,,
paradise_lost (aka sem),arsenic,ls-id-log-20160702011350.log.f7jf1V.gz,1,0,0,24098545,64030883,,0,2,2,3,4,0,bugtype Deadlock -- no threads are runnable!,,,,,,
paradise_lost (aka sem),barium,ls-id-log-20160701080207.log.hmriQi.gz,0,0,0,,,,19,24,5,29,84,0,,,,,,,
paradise_lost (aka sem),beryllium,ls-id-log-20160630204929.log.6AygnU.gz,0,0,0,,,,2,2,0,3,8,0,,,,,,,
paradise_lost (aka sem),boron,ls-id-log-20160701142243.log.h8HW5t.gz,0,0,0,,,,8,8,0,21,103,0,,,,,,,
paradise_lost (aka sem),bromine,ls-id-log-20160702012506.log.NRIlPS.gz,0,0,0,,,,21,23,2,25,74,0,,,,,,,
paradise_lost (aka sem),cadmium,ls-id-log-20160701011540.log.AKlJ4B.gz,0,0,0,,,,12,12,0,20,116,0,,,,,,,
paradise_lost (aka sem),caesium,ls-id-log-20160701174934.log.GgZntp.gz,0,0,0,,,,0,0,0,1,2,0,,,,,,,
paradise_lost (aka sem),calcium,ls-id-log-20160701015138.log.dleXTw.gz,0,0,0,,,,23,23,0,58,346,0,,,,,,,
paradise_lost (aka sem),carbon,ls-id-log-20160630224911.log.HQrLz4.gz,0,0,0,,,,3,3,0,7,71,0,,,,,,,
paradise_lost (aka sem),cerium,ls-id-log-20160701150620.log.d3YoA0.gz,0,0,0,,,,9,16,7,35,88,0,,,,,,,
paradise_lost (aka sem),chlorine,ls-id-log-20160701005601.log.foVJA2.gz,0,0,0,,,,5,5,0,9,240,0,,,,,,,
paradise_lost (aka sem),chromium,ls-id-log-20160701101429.log.RoebpL.gz,0,0,0,,,,0,0,0,0,1,0,,,,,,,
paradise_lost (aka sem),cobalt,ls-id-log-20160630215619.log.p3HEnC.gz,0,0,0,,,,2,2,0,7,43,0,,,,,,,
paradise_lost (aka sem),copper,ls-id-log-20160701015336.log.0e0DdS.gz,0,0,0,,,,6,6,0,14,117,0,,,,,,,
paradise_lost (aka sem),dysprosium,ls-id-log-20160701025300.log.GnPiSn.gz,0,0,0,,,,3,3,0,9,119,0,,,,,,,
paradise_lost (aka sem),erbium,ls-id-log-20160701071032.log.cGXDPa.gz,1,1,0,39853988,238083300,,9,10,1,15,61,0,bugtype Deadlock -- no threads are runnable!,,,,,,
paradise_lost (aka sem),europium,ls-id-log-20160701151146.log.OBEAFE.gz,0,0,0,,,,0,0,0,0,1,0,,,,,,,
paradise_lost (aka sem),fluorine,ls-id-log-20160630225120.log.MorJIk.gz,1,1,0,51641569,352829832,,6,82,76,46,51,0,bugtype Deadlock -- no threads are runnable!,,,,,,
paradise_lost (aka sem),gadolinium,ls-id-log-20160630233847.log.ZYdDU3.gz,0,0,0,,,,7,7,0,11,196,0,,,,,,,
paradise_lost (aka sem),gallium,ls-id-log-20160701005308.log.VHz6sm.gz,0,0,0,,,,2,4,2,4,7,0,,,,,,,
paradise_lost (aka sem),germanium,ls-id-log-20160701101849.log.avtL6f.gz,0,0,0,,,,0,2,2,2,3,0,,,,,,,
paradise_lost (aka sem),gold,ls-id-log-20160701191249.log.t6yYCT.gz,0,0,0,,,,0,4,4,6,7,0,,,,,,,
paradise_lost (aka sem),hafnium,ls-id-log-20160701200245.log.WYKQtD.gz,0,0,0,,,,1,1,0,5,9,0,,,,,,,
paradise_lost (aka sem),helium,ls-id-log-20160701220456.log.3MODSj.gz,0,0,1,,,792827409,0,0,0,2,4,0,,,,,,,
paradise_lost (aka sem),holmium,ls-id-log-20160701075245.log.aIA34N.gz,0,0,0,,,,4,4,0,8,101,0,,,,,,,
paradise_lost (aka sem),hydrogen,ls-id-log-20160701082050.log.Z64eTX.gz,0,0,0,,,,0,0,0,0,1,3,,,,,,,
paradise_lost (aka sem),indium,ls-id-log-20160701123306.log.QISx4R.gz,0,0,0,,,,0,21,21,0,0,0,,,,,,,
paradise_lost (aka sem),iodine,ls-id-log-20160701135543.log.mZqqmB.gz,0,0,0,,,,8,8,0,17,267,0,,,,,,,
paradise_lost (aka sem),iridium,ls-id-log-20160701022334.log.26veXy.gz,0,0,0,,,,3,3,0,8,72,0,,,,,,,
paradise_lost (aka sem),iron,ls-id-log-20160701134745.log.Ad6nJC.gz,1,0,0,19720268,45945150,,0,0,0,2,3,0,bugtype Deadlock -- no threads are runnable!,,,,,,
paradise_lost (aka sem),kyrpton,ls-id-log-20160701131122.log.33Za0K.gz,0,0,0,,,,0,18,18,13,14,0,,,,,,,
paradise_lost (aka sem),lanthanum,ls-id-log-20160701171013.log.77QLOt.gz,1,0,0,17938943,39521938,,0,11,11,2,3,0,bugtype Deadlock -- no threads are runnable!,,,,,,
paradise_lost (aka sem),lithium,ls-id-log-20160701081217.log.Fod61N.gz,1,1,0,1305268452,12889152456,,19,82,63,84,130,0,bugtype [multiple],TID 5 was killed by a page fault! (Faulting eip: 0x1000554; addr: 0x4),TID 5 was killed by a page fault! (Faulting eip: 0x100057b; addr: 0x0),TID 5 was killed by a page fault! (Faulting eip: 0x100058d; addr: 0x4),TID 5 was killed by a page fault! (Faulting eip: 0x10005ed; addr: 0x0),TID 5 was killed by a page fault! (Faulting eip: 0x1000606; addr: 0x4),TID 5 was killed by a page fault! (Faulting eip: 0x1000630; addr: 0x10)
paradise_lost (aka sem),lutetium,ls-id-log-20160701143355.log.ffJi4i.gz,0,0,0,,,,2,2,0,5,8,0,,,,,,,
paradise_lost (aka sem),magnesium,ls-id-log-20160701020832.log.isCcab.gz,0,0,1,,,789919559,2,2,0,5,32,0,,,,,,,
paradise_lost (aka sem),manganese,ls-id-log-20160701003136.log.lf6d18.gz,0,0,0,,,,0,1,1,1,2,0,,,,,,,
paradise_lost (aka sem),molybdenum,ls-id-log-20160701034649.log.8KmY87.gz,0,0,0,,,,0,5,5,5,6,0,,,,,,,
paradise_lost (aka sem),neodymium,ls-id-log-20160708232625.log.nkBbKj.gz,0,0,0,,,,4,4,0,12,57,0,,,,,,,
paradise_lost (aka sem),neon,ls-id-log-20160701091445.log.OJAX7u.gz,1,0,0,21448559,60368818,,0,3,3,1,2,0,bugtype Deadlock -- no threads are runnable!,,,,,,
paradise_lost (aka sem),nickel,ls-id-log-20160701042422.log.Avl7uK.gz,0,0,0,,,,0,5,5,0,0,7,,,,,,,
paradise_lost (aka sem),niobium,ls-id-log-20160701120040.log.cxtmzF.gz,0,0,0,,,,7,7,0,13,445,0,,,,,,,
paradise_lost (aka sem),nitrogen,ls-id-log-20160701003910.log.ug68s2.gz,0,0,0,,,,45,45,0,98,451,0,,,,,,,
paradise_lost (aka sem),osmium,ls-id-log-20160701122159.log.CP8nxE.gz,1,0,0,18866410,42725522,,0,10,10,1,2,0,"bugtype USERSPACE PANIC: 410user/progs/paradise_lost.c:41: failed assertion `num_in_section == 1 && ""long is the way, and hard, that out of hell leads up to light""'",,,,,,
paradise_lost (aka sem),oxygen,ls-id-log-20160701174445.log.XtHCqT.gz,0,0,0,,,,0,9,9,12,13,0,,,,,,,
paradise_lost (aka sem),palladium,ls-id-log-20160701111033.log.REIkyZ.gz,1,1,0,701336008,6834308475,,11,12,1,23,200,0,bugtype Deadlock -- no threads are runnable!,,,,,,
paradise_lost (aka sem),phosphorus,ls-id-log-20160701035542.log.iyNBNR.gz,1,0,0,46242073,299626817,,0,164,164,0,1,0,bugtype Deadlock -- no threads are runnable!,,,,,,
paradise_lost (aka sem),platinum,ls-id-log-20160630192702.log.Gq2qbF.gz,0,0,0,,,,5,5,0,13,102,0,,,,,,,
paradise_lost (aka sem),potassium,ls-id-log-20160701122320.log.PqwRWk.gz,0,0,0,,,,12,76,64,145,156,0,,,,,,,
paradise_lost (aka sem),praseodymium,ls-id-log-20160701160949.log.MRHFRE.gz,0,0,0,,,,3,3,0,7,81,0,,,,,,,
paradise_lost (aka sem),promethium,ls-id-log-20160701105853.log.YRzVjm.gz,0,0,0,,,,19,19,0,42,199,0,,,,,,,
paradise_lost (aka sem),rhenium,ls-id-log-20160630192738.log.tOLxuv.gz,0,0,0,,,,3,43,40,48,175,0,,,,,,,
paradise_lost (aka sem),rhodium,ls-id-log-20160701232420.log.tkfkTg.gz,0,0,0,,,,7,7,0,15,82,0,,,,,,,
paradise_lost (aka sem),rubidium,ls-id-log-20160701051443.log.xyFgFX.gz,0,0,0,,,,11,31,20,42,61,0,,,,,,,
paradise_lost (aka sem),ruthenium,ls-id-log-20160701161656.log.lZFg4j.gz,1,0,0,19981884,43894357,,0,4,4,0,1,0,"bugtype USERSPACE PANIC: 410user/progs/paradise_lost.c:41: failed assertion `num_in_section == 1 && ""long is the way, and hard, that out of hell leads up to light""'",,,,,,
paradise_lost (aka sem),samarium,ls-id-log-20160701130329.log.92AyR4.gz,0,0,0,,,,45,62,17,118,221,0,,,,,,,
paradise_lost (aka sem),scandium,ls-id-log-20160701035323.log.G7lIUc.gz,0,0,0,,,,6,6,0,15,89,0,,,,,,,
paradise_lost (aka sem),selenium,ls-id-log-20160701140757.log.uNlJHK.gz,1,1,0,2711475936,26954126422,,12,17,5,23,46,0,bugtype Deadlock -- no threads are runnable!,,,,,,
paradise_lost (aka sem),silicon,ls-id-log-20160630231116.log.scURwQ.gz,0,0,0,,,,0,0,0,0,1,22,,,,,,,
paradise_lost (aka sem),silver,ls-id-log-20160630233007.log.gsrmES.gz,0,0,0,,,,0,16,16,33,34,0,,,,,,,
paradise_lost (aka sem),sodium,ls-id-log-20160630182521.log.bOBv9U.gz,0,0,0,,,,12,20,8,25,44,0,,,,,,,
paradise_lost (aka sem),strontium,ls-id-log-20160701133332.log.1f6Z4L.gz,1,1,0,125770065,1101448874,,5,7,2,16,171,0,"bugtype USERSPACE PANIC: 410user/progs/paradise_lost.c:41: failed assertion `num_in_section == 1 && ""long is the way, and hard, that out of hell leads up to light""'",,,,,,
paradise_lost (aka sem),sulfur,ls-id-log-20160630233812.log.egsQ0A.gz,0,0,0,,,,12,12,0,24,184,0,,,,,,,
paradise_lost (aka sem),tantalum,ls-id-log-20160701052553.log.eoDxx2.gz,0,0,0,,,,0,30,30,0,0,0,,,,,,,
paradise_lost (aka sem),technetium,ls-id-log-20160630192845.log.tTTVly.gz,0,0,0,,,,2,2,0,5,29,0,,,,,,,
paradise_lost (aka sem),tellurium,ls-id-log-20160630193153.log.fqUmzc.gz,0,0,0,,,,21,24,3,45,166,0,,,,,,,
paradise_lost (aka sem),terbium,ls-id-log-20160701130559.log.OaJYTo.gz,0,0,0,,,,4,4,0,12,92,0,,,,,,,
paradise_lost (aka sem),thulium,ls-id-log-20160630233114.log.RgyemV.gz,0,0,0,,,,2,2,0,7,50,0,,,,,,,
paradise_lost (aka sem),tin,ls-id-log-20160701100222.log.2xp5dq.gz,0,0,0,,,,0,1,1,0,0,3,,,,,,,
paradise_lost (aka sem),titanium,ls-id-log-20160630235704.log.S7RqcP.gz,1,0,0,664966696,6463265415,,0,12,12,0,1,0,"bugtype USERSPACE PANIC: 410user/progs/paradise_lost.c:41: failed assertion `num_in_section == 1 && ""long is the way, and hard, that out of hell leads up to light""'",,,,,,
paradise_lost (aka sem),tungsten,ls-id-log-20160701111712.log.mQvy5C.gz,0,0,0,,,,0,3,3,2,3,0,,,,,,,
paradise_lost (aka sem),vanadium,ls-id-log-20160630182440.log.Uw2Nur.gz,1,0,0,26094574,59605220,,0,0,0,2,3,0,"bugtype USERSPACE PANIC: 410user/progs/paradise_lost.c:41: failed assertion `num_in_section == 1 && ""long is the way, and hard, that out of hell leads up to light""'",,,,,,
paradise_lost (aka sem),xenon,ls-id-log-20160701141123.log.j38TkE.gz,0,0,0,,,,0,3,3,3,4,0,,,,,,,
paradise_lost (aka sem),ytterbium,ls-id-log-20160630214844.log.A3jDGb.gz,0,0,0,,,,3,10,7,12,25,0,,,,,,,
paradise_lost (aka sem),yttrium,ls-id-log-20160701145112.log.pNXvqm.gz,0,0,0,,,,0,120,120,9,10,0,,,,,,,
paradise_lost (aka sem),zinc,ls-id-log-20160701052522.log.IMsImw.gz,1,0,0,63093378,473926670,,2,2,0,5,9,0,bugtype [multiple],Deadlock -- no threads are runnable!,"USERSPACE PANIC: 410user/progs/paradise_lost.c:41: failed assertion `num_in_section == 1 && ""long is the way, and hard, that out of hell leads up to light""'",,,,
paradise_lost (aka sem),zirconium,ls-id-log-20160701015723.log.zZid32.gz,0,0,0,,,,0,0,0,0,0,0,,,,,,,
paraguay (aka signal),aluminum,ls-id-log-20160701090329.log.YSIwwB.gz,0,0,0,,,,2,2,0,4,7,0,,,,,,,
paraguay (aka signal),antimony,ls-id-log-20160701005923.log.WQjMAO.gz,0,0,0,,,,2,2,0,4,7,0,,,,,,,
paraguay (aka signal),argon,ls-id-log-20160701004955.log.xIbVam.gz,0,0,1,,,824439589,0,0,0,2,4,0,,,,,,,
paraguay (aka signal),arsenic,ls-id-log-20160630182809.log.6AplGm.gz,1,0,0,19138128,44188693,,0,2,2,4,5,0,bugtype Deadlock -- no threads are runnable!,,,,,,
paraguay (aka signal),barium,ls-id-log-20160701115922.log.lmPPZN.gz,0,0,0,,,,9,9,0,11,59,1,,,,,,,
paraguay (aka signal),beryllium,ls-id-log-20160701172353.log.LOGEZD.gz,0,0,0,,,,2,2,0,4,12,0,,,,,,,
paraguay (aka signal),boron,ls-id-log-20160701125600.log.WGY4ez.gz,0,0,0,,,,11,11,0,14,78,0,,,,,,,
paraguay (aka signal),bromine,ls-id-log-20160701125514.log.XxdZnM.gz,0,0,0,,,,0,46,46,26,27,0,,,,,,,
paraguay (aka signal),cadmium,ls-id-log-20160630182600.log.BsAVZO.gz,0,0,0,,,,12,12,0,14,103,0,,,,,,,
paraguay (aka signal),caesium,ls-id-log-20160701101853.log.usD4TA.gz,0,0,0,,,,0,0,0,2,3,0,,,,,,,
paraguay (aka signal),calcium,ls-id-log-20160701013517.log.mqupu7.gz,0,0,0,,,,7,7,0,9,171,0,,,,,,,
paraguay (aka signal),carbon,ls-id-log-20160701152751.log.2ZylhT.gz,0,0,0,,,,15,15,0,17,135,0,,,,,,,
paraguay (aka signal),cerium,ls-id-log-20160701112037.log.LyH8aZ.gz,0,0,0,,,,20,20,0,22,77,0,,,,,,,
paraguay (aka signal),chlorine,ls-id-log-20160701105352.log.aP8rOS.gz,0,0,0,,,,0,2,2,3,4,0,,,,,,,
paraguay (aka signal),chromium,ls-id-log-20160630213337.log.AIIfZC.gz,0,0,1,,,852245980,0,0,0,2,4,0,,,,,,,
paraguay (aka signal),cobalt,ls-id-log-20160701111914.log.IZypke.gz,0,0,0,,,,2,2,0,4,13,0,,,,,,,
paraguay (aka signal),copper,ls-id-log-20160701162339.log.gGhtZ3.gz,0,0,0,,,,2,2,0,4,10,0,,,,,,,
paraguay (aka signal),dysprosium,ls-id-log-20160701040554.log.b9yLrw.gz,0,0,0,,,,12,12,0,14,131,0,,,,,,,
paraguay (aka signal),erbium,ls-id-log-20160701125949.log.MxTELU.gz,0,0,0,,,,9,9,0,11,447,0,,,,,,,
paraguay (aka signal),europium,ls-id-log-20160701033822.log.DZzn30.gz,0,0,0,,,,0,0,0,2,3,0,,,,,,,
paraguay (aka signal),fluorine,ls-id-log-20160701092949.log.SdGLKD.gz,1,1,0,33784416,176092045,,0,50,50,53,54,0,bugtype Deadlock -- no threads are runnable!,,,,,,
paraguay (aka signal),gadolinium,ls-id-log-20160701031355.log.GwPIXV.gz,0,0,0,,,,2,2,0,3,5,0,,,,,,,
paraguay (aka signal),gallium,ls-id-log-20160702001327.log.suu2zI.gz,0,0,0,,,,4,4,0,5,16,0,,,,,,,
paraguay (aka signal),germanium,ls-id-log-20160630235146.log.5HndOG.gz,1,0,0,275375941,2586365286,,0,6,6,8,10,0,bugtype User test program reported failure!,,,,,,
paraguay (aka signal),gold,ls-id-log-20160701231302.log.X0XdXS.gz,0,0,0,,,,11,11,0,13,84,0,,,,,,,
paraguay (aka signal),hafnium,ls-id-log-20160630182549.log.ZF83KA.gz,0,0,0,,,,1,1,0,4,11,0,,,,,,,
paraguay (aka signal),helium,ls-id-log-20160701140346.log.BGCLX4.gz,0,0,1,,,841170854,0,0,0,2,4,0,,,,,,,
paraguay (aka signal),holmium,ls-id-log-20160701091606.log.KGE6k7.gz,0,0,0,,,,4,4,0,6,13,0,,,,,,,
paraguay (aka signal),hydrogen,ls-id-log-20160701050422.log.bkX7nR.gz,0,0,1,,,907538016,2,2,0,4,16,1,,,,,,,
paraguay (aka signal),indium,ls-id-log-20160701101410.log.bpxV6V.gz,0,0,0,,,,6,39,33,11,15,0,,,,,,,
paraguay (aka signal),iodine,ls-id-log-20160701003334.log.zW1Eoe.gz,0,0,0,,,,2,2,0,4,6,2,,,,,,,
paraguay (aka signal),iridium,ls-id-log-20160630182519.log.fGTFRc.gz,0,0,0,,,,3,3,0,5,30,0,,,,,,,
paraguay (aka signal),iron,ls-id-log-20160701130203.log.l4pUxu.gz,1,0,0,17350506,36597519,,0,0,0,2,4,0,bugtype Deadlock -- no threads are runnable!,,,,,,
paraguay (aka signal),kyrpton,ls-id-log-20160701041810.log.yl6n0S.gz,0,0,0,,,,8,10,2,18,87,0,,,,,,,
paraguay (aka signal),lanthanum,ls-id-log-20160701054008.log.arvcQi.gz,1,0,0,19037553,43546327,,0,0,0,2,2,0,bugtype Deadlock -- no threads are runnable!,,,,,,
paraguay (aka signal),lithium,ls-id-log-20160630192956.log.slNwga.gz,0,0,0,,,,12,19,7,21,57,0,,,,,,,
paraguay (aka signal),lutetium,ls-id-log-20160701132604.log.QeMIst.gz,0,0,0,,,,0,2,2,3,4,0,,,,,,,
paraguay (aka signal),magnesium,ls-id-log-20160701141002.log.HjhXun.gz,0,0,1,,,837848822,2,2,0,4,16,0,,,,,,,
paraguay (aka signal),manganese,ls-id-log-20160701072745.log.KxClSW.gz,0,0,1,,,873607209,0,0,0,2,4,0,,,,,,,
paraguay (aka signal),molybdenum,ls-id-log-20160630213727.log.7WNpEO.gz,0,0,0,,,,0,0,0,2,3,0,,,,,,,
paraguay (aka signal),neodymium,ls-id-log-20160702002443.log.oGoFNi.gz,0,0,0,,,,4,4,0,6,40,0,,,,,,,
paraguay (aka signal),neon,ls-id-log-20160701121100.log.I6Zvi6.gz,0,0,0,,,,3,3,0,4,9,0,,,,,,,
paraguay (aka signal),nickel,ls-id-log-20160701174825.log.HJvSgB.gz,0,0,0,,,,3,4,1,4,9,13,,,,,,,
paraguay (aka signal),niobium,ls-id-log-20160701132346.log.iZBZBv.gz,0,0,1,,,845611636,0,0,0,2,4,0,,,,,,,
paraguay (aka signal),nitrogen,ls-id-log-20160701074900.log.bnxWKM.gz,0,0,0,,,,18,18,0,21,98,0,,,,,,,
paraguay (aka signal),osmium,ls-id-log-20160630183111.log.0vCZCe.gz,0,0,0,,,,10,10,0,12,72,0,,,,,,,
paraguay (aka signal),oxygen,ls-id-log-20160701082922.log.uOUXlJ.gz,0,0,0,,,,2,2,0,4,8,0,,,,,,,
paraguay (aka signal),palladium,ls-id-log-20160701005924.log.NhlRmF.gz,0,0,0,,,,4,17,13,28,34,0,,,,,,,
paraguay (aka signal),phosphorus,ls-id-log-20160630203302.log.iuMtoh.gz,0,0,0,,,,13,232,219,43,66,0,,,,,,,
paraguay (aka signal),platinum,ls-id-log-20160701062719.log.LJhjms.gz,0,0,0,,,,5,8,3,10,19,0,,,,,,,
paraguay (aka signal),potassium,ls-id-log-20160630182641.log.YIklM0.gz,1,1,0,55572183,380938738,,7,52,45,56,163,0,bugtype USE AFTER FREE,,,,,,
paraguay (aka signal),praseodymium,ls-id-log-20160630233312.log.q1qGFi.gz,0,0,0,,,,4,4,0,6,49,0,,,,,,,
paraguay (aka signal),promethium,ls-id-log-20160701185910.log.71y3vY.gz,0,0,0,,,,20,20,0,21,256,0,,,,,,,
paraguay (aka signal),rhenium,ls-id-log-20160701121735.log.d2gWx9.gz,1,0,0,64488230,484421183,,3,19,16,21,26,0,bugtype User test program reported failure!,,,,,,
paraguay (aka signal),rhodium,ls-id-log-20160630213633.log.mcKti0.gz,0,0,0,,,,34,35,1,36,241,0,,,,,,,
paraguay (aka signal),rubidium,ls-id-log-20160701071034.log.ZNh0mu.gz,0,0,0,,,,4,8,4,10,21,0,,,,,,,
paraguay (aka signal),ruthenium,ls-id-log-20160630204821.log.YEL2My.gz,0,0,0,,,,6,6,0,8,58,0,,,,,,,
paraguay (aka signal),samarium,ls-id-log-20160630210507.log.oHH6vi.gz,0,0,0,,,,3,57,54,25,29,0,,,,,,,
paraguay (aka signal),scandium,ls-id-log-20160701160153.log.MO9Oxw.gz,0,0,1,,,803065098,2,2,0,4,16,0,,,,,,,
paraguay (aka signal),selenium,ls-id-log-20160701025746.log.mG32nC.gz,0,0,0,,,,17,17,0,20,72,0,,,,,,,
paraguay (aka signal),silicon,ls-id-log-20160701112258.log.hR9O3o.gz,0,0,0,,,,0,0,0,1,2,5,,,,,,,
paraguay (aka signal),silver,ls-id-log-20160701100749.log.uuZ7wv.gz,0,0,0,,,,13,13,0,15,47,0,,,,,,,
paraguay (aka signal),sodium,ls-id-log-20160701045846.log.CVEoDK.gz,0,0,0,,,,5,5,0,6,41,0,,,,,,,
paraguay (aka signal),strontium,ls-id-log-20160701070430.log.NIh93R.gz,0,0,0,,,,11,11,0,13,67,0,,,,,,,
paraguay (aka signal),sulfur,ls-id-log-20160630223240.log.QQhnsI.gz,1,1,0,222014045,2053271211,,6,23,17,27,79,0,bugtype User test program reported failure!,,,,,,
paraguay (aka signal),tantalum,ls-id-log-20160701014254.log.8cIWa4.gz,0,0,0,,,,0,22,22,0,0,0,,,,,,,
paraguay (aka signal),technetium,ls-id-log-20160701140506.log.CqG9fj.gz,0,0,0,,,,2,2,0,3,5,2,,,,,,,
paraguay (aka signal),tellurium,ls-id-log-20160630202950.log.nPOzzN.gz,0,0,0,,,,16,16,0,18,92,0,,,,,,,
paraguay (aka signal),terbium,ls-id-log-20160630230601.log.kQHfQB.gz,0,0,0,,,,4,4,0,6,38,0,,,,,,,
paraguay (aka signal),thulium,ls-id-log-20160630193714.log.3Um5IS.gz,0,0,1,,,807366644,2,2,0,4,14,0,,,,,,,
paraguay (aka signal),tin,ls-id-log-20160701092642.log.E4Rfuh.gz,0,0,1,,,903444178,0,0,0,2,4,2,,,,,,,
paraguay (aka signal),titanium,ls-id-log-20160701000623.log.UTUMVv.gz,0,0,0,,,,0,69,69,0,0,0,,,,,,,
paraguay (aka signal),tungsten,ls-id-log-20160702041557.log.X7ertX.gz,0,0,0,,,,0,0,0,2,3,0,,,,,,,
paraguay (aka signal),vanadium,ls-id-log-20160701074241.log.VxXPWb.gz,0,0,0,,,,0,0,0,2,3,0,,,,,,,
paraguay (aka signal),xenon,ls-id-log-20160701170826.log.yzZmrD.gz,0,0,0,,,,0,3,3,3,4,0,,,,,,,
paraguay (aka signal),ytterbium,ls-id-log-20160701061510.log.yKQPfH.gz,0,0,1,,,852700306,1,1,0,3,8,0,,,,,,,
paraguay (aka signal),yttrium,ls-id-log-20160701041418.log.9hounc.gz,0,0,0,,,,56,85,29,111,216,0,,,,,,,
paraguay (aka signal),zinc,ls-id-log-20160630202907.log.FiPcY6.gz,0,0,0,,,,2,2,0,4,12,0,,,,,,,
paraguay (aka signal),zirconium,ls-id-log-20160701003129.log.KugpO6.gz,0,0,0,,,,0,0,0,1,2,0,,,,,,,
priority-sema (aka sched),algeria,ls-id-log-20160703174309.log.k0Bo5k.gz,0,0,1,,,3147822052,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),angola,ls-id-log-20160703232150.log.vuImUS.gz,0,0,1,,,1178072755,1,1,0,5,9,0,,,,,,,
